主类别,子类别,关键词,序号
内容违反社会主义核心价值观,分裂国家,传播台独思想,178
内容违反社会主义核心价值观,分裂国家,挑动台湾独立,179
内容违反社会主义核心价值观,分裂国家,鼓吹国家分裂言论,180
内容违反社会主义核心价值观,分裂国家,制造国家分裂,181
内容违反社会主义核心价值观,分裂国家,倡导国家分裂行动,182
内容违反社会主义核心价值观,分裂国家,诱导国家分裂倾向,183
内容违反社会主义核心价值观,分裂国家,支持疆独活动,184
内容违反社会主义核心价值观,分裂国家,支持分裂新疆行径,185
内容违反社会主义核心价值观,分裂国家,宣扬疆独理念,186
内容违反社会主义核心价值观,分裂国家,资助分裂中国活动,187
内容违反社会主义核心价值观,分裂国家,支持西藏分裂,188
内容违反社会主义核心价值观,分裂国家,煽动国家解体,189
内容违反社会主义核心价值观,分裂国家,策划分裂西藏,190
内容违反社会主义核心价值观,分裂国家,分裂国家的行为,191
内容违反社会主义核心价值观,分裂国家,诱导国家分裂行为,192
内容违反社会主义核心价值观,分裂国家,资助藏独活动,193
内容违反社会主义核心价值观,分裂国家,分裂新疆的行为,194
内容违反社会主义核心价值观,分裂国家,挑动中国分裂事端,195
内容违反社会主义核心价值观,分裂国家,诱导澳独行为,196
内容违反社会主义核心价值观,分裂国家,推动藏独分裂,197
内容违反社会主义核心价值观,分裂国家,支持分裂西藏行径,198
内容违反社会主义核心价值观,分裂国家,推动台独分裂,199
内容违反社会主义核心价值观,分裂国家,倡导台独行动,200
内容违反社会主义核心价值观,危害国家安全,宣扬颠覆国家,201
内容违反社会主义核心价值观,危害国家安全,协助敌特渗透,202
内容违反社会主义核心价值观,危害国家安全,煽动民族冲突,203
内容违反社会主义核心价值观,危害国家安全,传播反动视频,204
内容违反社会主义核心价值观,危害国家安全,勾结外部特工,205
内容违反社会主义核心价值观,危害国家安全,传播反动图片,206
内容违反社会主义核心价值观,危害国家安全,散布分裂传单,207
内容违反社会主义核心价值观,危害国家安全,散布反华传单,208
内容违反社会主义核心价值观,危害国家安全,泄露科技情报,209
内容违反社会主义核心价值观,危害国家安全,危害主权内容,210
内容违反社会主义核心价值观,危害国家安全,协助境外特工,211
内容违反社会主义核心价值观,危害国家安全,泄露国防动态,212
内容违反社会主义核心价值观,危害国家安全,颠覆国家政权,213
内容违反社会主义核心价值观,危害国家安全,策反国家干部,214
内容违反社会主义核心价值观,危害国家安全,叛国投敌行径,215
内容违反社会主义核心价值观,危害国家安全,煽动民族分裂,216
内容违反社会主义核心价值观,危害国家安全,破坏国家稳定,217
内容违反社会主义核心价值观,危害国家安全,叛国求荣做法,218
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂理念,219
内容违反社会主义核心价值观,危害国家安全,诋毁国家成就,220
内容违反社会主义核心价值观,危害国家安全,宣扬独立思想,221
内容违反社会主义核心价值观,危害国家安全,协助敌特行动,222
内容违反社会主义核心价值观,危害国家安全,泄露情报资料,223
内容违反社会主义核心价值观,危害国家安全,破坏国家统一,224
内容违反社会主义核心价值观,危害国家安全,传递机密文档,225
内容违反社会主义核心价值观,危害国家安全,传递机密资料,226
内容违反社会主义核心价值观,危害国家安全,破坏民族团结,227
内容违反社会主义核心价值观,危害国家安全,传递涉密图纸,228
内容违反社会主义核心价值观,危害国家安全,宣扬颠覆体制,229
内容违反社会主义核心价值观,危害国家安全,泄漏重要机密,230
内容违反社会主义核心价值观,危害国家安全,传递涉密文件,231
内容违反社会主义核心价值观,危害国家安全,勾结境外势力,232
内容违反社会主义核心价值观,危害国家安全,泄露国防机密,233
内容违反社会主义核心价值观,危害国家安全,策划分裂活动,234
内容违反社会主义核心价值观,危害国家安全,叛国投敌行为,235
内容违反社会主义核心价值观,危害国家安全,泄露科技机密,236
内容违反社会主义核心价值观,危害国家安全,暴露国家机密,237
内容违反社会主义核心价值观,危害国家安全,境外势力勾结,238
内容违反社会主义核心价值观,危害国家安全,传播反动书籍,239
内容违反社会主义核心价值观,危害国家安全,煽动民族仇恨,240
内容违反社会主义核心价值观,危害国家安全,非法情报交易,241
内容违反社会主义核心价值观,危害国家安全,鼓吹独立口号,242
内容违反社会主义核心价值观,危害国家安全,通敌卖国举动,243
内容违反社会主义核心价值观,危害国家安全,宣扬独立论调,244
内容违反社会主义核心价值观,危害国家安全,宣扬颠覆思想,245
内容违反社会主义核心价值观,危害国家安全,散布分裂言论,246
内容违反社会主义核心价值观,危害国家安全,通敌叛国行为,247
内容违反社会主义核心价值观,危害国家安全,泄露军事信息,248
内容违反社会主义核心价值观,危害国家安全,诋毁国家制度,249
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂思想,250
内容违反社会主义核心价值观,危害国家安全,协助境外渗透,251
内容违反社会主义核心价值观,危害国家安全,宣扬分裂思想,252
内容违反社会主义核心价值观,危害国家安全,泄露经济机密,253
内容违反社会主义核心价值观,危害国家安全,窃取国家情报,254
内容违反社会主义核心价值观,危害国家安全,诋毁国家政策,255
内容违反社会主义核心价值观,危害国家安全,资助反动组织,256
内容违反社会主义核心价值观,危害国家安全,传递敏感文件,257
内容违反社会主义核心价值观,危害国家安全,协助境外间谍,258
内容违反社会主义核心价值观,危害国家安全,资助分裂组织,259
内容违反社会主义核心价值观,危害国家安全,策划分裂计划,260
内容违反社会主义核心价值观,危害国家安全,间谍招募信息,261
内容违反社会主义核心价值观,危害国家安全,叛国求荣行为,262
内容违反社会主义核心价值观,危害国家安全,宣扬分裂理念,263
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂口号,264
内容违反社会主义核心价值观,危害国家安全,出卖国家机密,265
内容违反社会主义核心价值观,危害国家安全,泄漏敏感机密,266
内容违反社会主义核心价值观,危害国家安全,鼓吹国家独立,267
内容违反社会主义核心价值观,危害国家安全,抹黑国家形象,268
内容违反社会主义核心价值观,危害国家安全,泄露情报数据,269
内容违反社会主义核心价值观,危害国家安全,抹黑国家建设,270
内容违反社会主义核心价值观,危害国家安全,分裂国家言论,271
内容违反社会主义核心价值观,危害国家安全,泄露核心机密,272
内容违反社会主义核心价值观,危害国家安全,传播反动文字,273
内容违反社会主义核心价值观,危害国家安全,传播反动传单,274
内容违反社会主义核心价值观,危害国家安全,勾结外部势力,275
内容违反社会主义核心价值观,危害国家安全,叛国投敌举动,276
内容违反社会主义核心价值观,危害国家安全,传递敏感情报,277
内容违反社会主义核心价值观,危害国家安全,策反公职人员,278
内容违反社会主义核心价值观,危害国家安全,泄漏政府机密,279
内容违反社会主义核心价值观,危害国家安全,散布分裂信息,280
内容违反社会主义核心价值观,危害国家安全,泄露国防情报,281
内容违反社会主义核心价值观,危害国家安全,叛国相关资料,282
内容违反社会主义核心价值观,危害国家安全,泄露军事资料,283
内容违反社会主义核心价值观,危害国家安全,与敌特通信息,284
内容违反社会主义核心价值观,危害国家安全,抹黑国家发展,285
内容违反社会主义核心价值观,危害国家安全,传递机密情报,286
内容违反社会主义核心价值观,危害国家安全,传播反动音频,287
内容违反社会主义核心价值观,危害国家安全,泄露国防资料,288
内容违反社会主义核心价值观,危害国家安全,传递敏感数据,289
内容违反社会主义核心价值观,危害国家安全,煽动分裂活动,290
内容违反社会主义核心价值观,危害国家安全,传递涉密文档,291
内容违反社会主义核心价值观,危害国家安全,协助敌特窃密,292
内容违反社会主义核心价值观,危害国家安全,破坏国家团结,293
内容违反社会主义核心价值观,危害国家安全,鼓吹国家分裂,294
内容违反社会主义核心价值观,危害国家安全,协助境外特务,295
内容违反社会主义核心价值观,危害国家安全,散布分裂音频,296
内容违反社会主义核心价值观,危害国家安全,资助分裂势力,297
内容违反社会主义核心价值观,危害国家安全,泄露情报文档,298
内容违反社会主义核心价值观,危害国家安全,通敌卖国行为,299
内容违反社会主义核心价值观,危害国家安全,煽动民族对立,300
内容违反社会主义核心价值观,危害国家安全,破坏国家和谐,301
内容违反社会主义核心价值观,危害国家安全,出卖军事秘密,302
内容违反社会主义核心价值观,危害国家安全,传递机密文件,303
内容违反社会主义核心价值观,危害国家安全,策划分裂方案,304
内容违反社会主义核心价值观,危害国家安全,传播反动标语,305
内容违反社会主义核心价值观,危害国家安全,叛国求荣行径,306
内容违反社会主义核心价值观,危害国家安全,泄漏核心信息,307
内容违反社会主义核心价值观,危害国家安全,出卖国家核心,308
内容违反社会主义核心价值观,危害国家安全,抹黑国家声誉,309
内容违反社会主义核心价值观,危害国家安全,传播反动思想,310
内容违反社会主义核心价值观,危害国家安全,勾结境外特工,311
内容违反社会主义核心价值观,危害国家安全,资助反动势力,312
内容违反社会主义核心价值观,危害国家安全,国家机密出售,313
内容违反社会主义核心价值观,危害国家安全,散布反华音频,314
内容违反社会主义核心价值观,危害国家安全,泄露情报内容,315
内容违反社会主义核心价值观,危害国家安全,泄露军事图纸,316
内容违反社会主义核心价值观,危害国家安全,泄露经济数据,317
内容违反社会主义核心价值观,危害国家安全,策反国家人员,318
内容违反社会主义核心价值观,危害国家安全,出卖国家情报,319
内容违反社会主义核心价值观,危害国家安全,协助敌特刺探,320
内容违反社会主义核心价值观,危害国家安全,通敌叛国举动,321
内容违反社会主义核心价值观,危害国家安全,泄露外交机密,322
内容违反社会主义核心价值观,危害国家安全,鼓吹独立主张,323
内容违反社会主义核心价值观,危害国家安全,传递涉密信息,324
内容违反社会主义核心价值观,危害国家安全,煽动反华情绪,325
内容违反社会主义核心价值观,危害国家安全,散布反华言论,326
内容违反社会主义核心价值观,危害国家安全,诋毁国家形象,327
内容违反社会主义核心价值观,危害国家安全,传递敏感资料,328
内容违反社会主义核心价值观,危害国家安全,宣扬颠覆政权,329
内容违反社会主义核心价值观,危害国家安全,散布反华文字,330
内容违反社会主义核心价值观,危害国家安全,传递涉密资料,331
内容违反社会主义核心价值观,危害国家安全,泄露军事机密,332
内容违反社会主义核心价值观,危害国家安全,勾结敌对外企,333
内容违反社会主义核心价值观,危害国家安全,刺探军事机密,334
内容违反社会主义核心价值观,危害国家安全,窃取外交情报,335
内容违反社会主义核心价值观,危害国家安全,煽动暴恐活动,336
内容违反社会主义核心价值观,危害国家安全,破坏边境设施,337
内容违反社会主义核心价值观,危害国家安全,组织分裂集会,338
内容违反社会主义核心价值观,危害国家安全,伪造国家文件,339
内容违反社会主义核心价值观,危害国家安全,干扰卫星信号,340
内容违反社会主义核心价值观,危害国家安全,破坏通信设施,341
内容违反社会主义核心价值观,危害国家安全,蛊惑民众叛国,342
内容违反社会主义核心价值观,危害国家安全,引导民众投敌,343
内容违反社会主义核心价值观,危害国家安全,传递机密图纸,344
内容违反社会主义核心价值观,危害国家安全,诱导军人叛逃,345
内容违反社会主义核心价值观,危害国家安全,策反政府人员,346
内容违反社会主义核心价值观,危害国家安全,散布虚假国情,347
内容违反社会主义核心价值观,危害国家安全,煽动民众骚乱,348
内容违反社会主义核心价值观,危害国家安全,破坏国家标识,349
内容违反社会主义核心价值观,危害国家安全,扰乱边境秩序,350
内容违反社会主义核心价值观,危害国家安全,伪造军队标识,351
内容违反社会主义核心价值观,危害国家安全,私通境外势力,352
内容违反社会主义核心价值观,危害国家安全,传递敏感信息,353
内容违反社会主义核心价值观,危害国家安全,泄露军事部署,354
内容违反社会主义核心价值观,危害国家安全,伪造国家印章,355
内容违反社会主义核心价值观,危害国家安全,引导民众反制,356
内容违反社会主义核心价值观,危害国家安全,破坏国家电网,357
内容违反社会主义核心价值观,危害国家安全,攻击国家网站,358
内容违反社会主义核心价值观,危害国家安全,泄露地理数据,359
内容违反社会主义核心价值观,危害国家安全,传播分裂思想,360
内容违反社会主义核心价值观,危害国家安全,私造反动旗帜,361
内容违反社会主义核心价值观,危害国家安全,组织叛国行动,362
内容违反社会主义核心价值观,危害国家安全,协助敌特通信,363
内容违反社会主义核心价值观,危害国家安全,煽动民众抗法,364
内容违反社会主义核心价值观,危害国家安全,扰乱国家庆典,365
内容违反社会主义核心价值观,危害国家安全,破坏国家光缆,366
内容违反社会主义核心价值观,危害国家安全,散布反动标语,367
内容违反社会主义核心价值观,危害国家安全,资助分裂分子,368
内容违反社会主义核心价值观,危害国家安全,刺探政府情报,369
内容违反社会主义核心价值观,危害国家安全,传递军事密电,370
内容违反社会主义核心价值观,危害国家安全,诱导官员叛逃,371
内容违反社会主义核心价值观,危害国家安全,私藏反动资料,372
内容违反社会主义核心价值观,危害国家安全,散布不实国策,373
内容违反社会主义核心价值观,危害国家安全,煽动民众闹事,374
内容违反社会主义核心价值观,危害国家安全,破坏国家古迹,375
内容违反社会主义核心价值观,危害国家安全,伪造国家公文,376
内容违反社会主义核心价值观,危害国家安全,干扰国家电台,377
内容违反社会主义核心价值观,危害国家安全,泄露科研成果,378
内容违反社会主义核心价值观,危害国家安全,传播分裂口号,379
内容违反社会主义核心价值观,危害国家安全,私通敌国间谍,380
内容违反社会主义核心价值观,危害国家安全,传递政治密信,381
内容违反社会主义核心价值观,危害国家安全,诱导民众叛国,382
内容违反社会主义核心价值观,危害国家安全,组织反华游行,383
内容违反社会主义核心价值观,危害国家安全,协助敌特潜逃,384
内容违反社会主义核心价值观,危害国家安全,泄露工业机密,385
内容违反社会主义核心价值观,危害国家安全,煽动民众违法,386
内容违反社会主义核心价值观,危害国家安全,扰乱国家会议,387
内容违反社会主义核心价值观,危害国家安全,破坏国家灯塔,388
内容违反社会主义核心价值观,危害国家安全,散布反动言论,389
内容违反社会主义核心价值观,危害国家安全,资助反动分子,390
内容违反社会主义核心价值观,危害国家安全,传播分裂言论,391
内容违反社会主义核心价值观,危害国家安全,诱骗民众叛国,392
内容违反社会主义核心价值观,危害国家安全,煽动民众暴乱,393
内容违反社会主义核心价值观,危害国家安全,窃取军事机密,394
内容违反社会主义核心价值观,危害国家安全,散布叛国言论,395
内容违反社会主义核心价值观,危害国家安全,刺探外交情报,396
内容违反社会主义核心价值观,宗教极端,蛊惑性仪式,397
内容违反社会主义核心价值观,宗教极端,洗脑课程,398
内容违反社会主义核心价值观,宗教极端,反政府集会,399
内容违反社会主义核心价值观,宗教极端,歪理音频,400
内容违反社会主义核心价值观,宗教极端,呼喊派危害,401
内容违反社会主义核心价值观,宗教极端,扰乱生活手段,402
内容违反社会主义核心价值观,宗教极端,分裂性音频,403
内容违反社会主义核心价值观,宗教极端,教唆犯罪宗教言论,404
内容违反社会主义核心价值观,宗教极端,蛊惑据点,405
内容违反社会主义核心价值观,宗教极端,分裂性仪式,406
内容违反社会主义核心价值观,宗教极端,反政府培训,407
内容违反社会主义核心价值观,宗教极端,分裂性书籍,408
内容违反社会主义核心价值观,宗教极端,蛊惑性音频,409
内容违反社会主义核心价值观,宗教极端,分裂性视频,410
内容违反社会主义核心价值观,宗教极端,暴力音频,411
内容违反社会主义核心价值观,宗教极端,拉拢人员手段,412
内容违反社会主义核心价值观,宗教极端,宗教极端集会,413
内容违反社会主义核心价值观,宗教极端,反政府宗教言论,414
内容违反社会主义核心价值观,宗教极端,影响学习手段,415
内容违反社会主义核心价值观,宗教极端,招募信徒手段,416
内容违反社会主义核心价值观,宗教极端,鼓吹暴力宗教言论,417
内容违反社会主义核心价值观,宗教极端,有害课程,418
内容违反社会主义核心价值观,宗教极端,邪教网站,419
内容违反社会主义核心价值观,宗教极端,歪理集会,420
内容违反社会主义核心价值观,宗教极端,有害书籍,421
内容违反社会主义核心价值观,宗教极端,邪说培训,422
内容违反社会主义核心价值观,宗教极端,瓦解亲情手段,423
内容违反社会主义核心价值观,宗教极端,秘密集会,424
内容违反社会主义核心价值观,宗教极端,全能神,425
内容违反社会主义核心价值观,宗教极端,恐怖性宗教言论,426
内容违反社会主义核心价值观,宗教极端,诱骗群众手段,427
内容违反社会主义核心价值观,宗教极端,反社会宗教言论,428
内容违反社会主义核心价值观,宗教极端,反社会培训,429
内容违反社会主义核心价值观,宗教极端,煽动性书籍,430
内容违反社会主义核心价值观,宗教极端,反社会据点,431
内容违反社会主义核心价值观,宗教极端,蛊惑人心方法,432
内容违反社会主义核心价值观,宗教极端,暴力课程,433
内容违反社会主义核心价值观,宗教极端,蛊惑视频,434
内容违反社会主义核心价值观,宗教极端,非法据点,435
内容违反社会主义核心价值观,宗教极端,宗教极端宣传,436
内容违反社会主义核心价值观,宗教极端,暴力刊物,437
内容违反社会主义核心价值观,宗教极端,歪理宗教言论,438
内容违反社会主义核心价值观,宗教极端,邪教书籍,439
内容违反社会主义核心价值观,宗教极端,宗教极端活动,440
内容违反社会主义核心价值观,宗教极端,极端宗教言论,441
内容违反社会主义核心价值观,宗教极端,肉体摧残手段,442
内容违反社会主义核心价值观,宗教极端,煽动性仪式,443
内容违反社会主义核心价值观,宗教极端,邪教集会,444
内容违反社会主义核心价值观,宗教极端,残酷惩罚手段,445
内容违反社会主义核心价值观,宗教极端,反政府符号,446
内容违反社会主义核心价值观,宗教极端,邪教窝点,447
