主类别,子类别,关键词,序号
内容违反社会主义核心价值观,危害国家安全,煽动反政府风,305
内容违反社会主义核心价值观,危害国家安全,煽动反国情绪,306
内容违反社会主义核心价值观,危害国家安全,策动反国行动,307
内容违反社会主义核心价值观,危害国家安全,宣扬民族对立,308
内容违反社会主义核心价值观,危害国家安全,宣扬敌国理念,309
内容违反社会主义核心价值观,危害国家安全,输送关键密件,310
内容违反社会主义核心价值观,危害国家安全,宣扬分裂主张,311
内容违反社会主义核心价值观,危害国家安全,贩卖重要密报,312
内容违反社会主义核心价值观,危害国家安全,传递敏感密情,313
内容违反社会主义核心价值观,危害国家安全,宣扬反国观念,314
内容违反社会主义核心价值观,危害国家安全,鼓吹政权颠覆,315
内容违反社会主义核心价值观,危害国家安全,传播分裂信息,316
内容违反社会主义核心价值观,危害国家安全,泄露核心密辛,317
内容违反社会主义核心价值观,危害国家安全,泄露军事机要,318
内容违反社会主义核心价值观,危害国家安全,传播反华言论,319
内容违反社会主义核心价值观,危害国家安全,策动叛国举动,320
内容违反社会主义核心价值观,危害国家安全,宣扬叛国理念,321
内容违反社会主义核心价值观,危害国家安全,散布分裂口号,322
内容违反社会主义核心价值观,危害国家安全,贩卖国家密档,323
内容违反社会主义核心价值观,危害国家安全,勾结敌特分子,324
内容违反社会主义核心价值观,危害国家安全,策划分裂图谋,325
内容违反社会主义核心价值观,危害国家安全,煽动国家解体,326
内容违反社会主义核心价值观,危害国家安全,鼓吹叛国邪说,327
内容违反社会主义核心价值观,危害国家安全,鼓吹反华歪理,328
内容违反社会主义核心价值观,危害国家安全,传递敏感密报,329
内容违反社会主义核心价值观,危害国家安全,蛊惑民众叛国,330
内容违反社会主义核心价值观,危害国家安全,组织叛国集会,331
内容违反社会主义核心价值观,危害国家安全,传播颠覆思想,332
内容违反社会主义核心价值观,危害国家安全,私藏机密资料,333
内容违反社会主义核心价值观,危害国家安全,私卖国家机密,334
内容违反社会主义核心价值观,危害国家安全,宣扬极端思想,335
内容违反社会主义核心价值观,危害国家安全,散发反动手册,336
内容违反社会主义核心价值观,危害国家安全,发布分裂传单,337
内容违反社会主义核心价值观,危害国家安全,泄露外交密约,338
内容违反社会主义核心价值观,危害国家安全,伪造国家印章,339
内容违反社会主义核心价值观,危害国家安全,诋毁国家主权,340
内容违反社会主义核心价值观,危害国家安全,鼓动民族歧视,341
内容违反社会主义核心价值观,危害国家安全,诋毁国家形象,342
内容违反社会主义核心价值观,危害国家安全,传递涉密图纸,343
内容违反社会主义核心价值观,危害国家安全,教唆他人叛国,344
内容违反社会主义核心价值观,危害国家安全,传播分裂音频,345
内容违反社会主义核心价值观,危害国家安全,协助敌特活动,346
内容违反社会主义核心价值观,危害国家安全,引导叛国行为,347
内容违反社会主义核心价值观,危害国家安全,造谣国家政策,348
内容违反社会主义核心价值观,危害国家安全,泄露政府规划,349
内容违反社会主义核心价值观,危害国家安全,散布叛国言论,350
内容违反社会主义核心价值观,危害国家安全,抹黑国家体制,351
内容违反社会主义核心价值观,危害国家安全,挑动民族仇恨,352
内容违反社会主义核心价值观,危害国家安全,伪造机密文件,353
内容违反社会主义核心价值观,危害国家安全,鼓吹民族对立,354
内容违反社会主义核心价值观,危害国家安全,引导民众叛乱,355
内容违反社会主义核心价值观,危害国家安全,散布分裂谣言,356
内容违反社会主义核心价值观,危害国家安全,泄露国家战略,357
内容违反社会主义核心价值观,危害国家安全,传播反动音频,358
内容违反社会主义核心价值观,危害国家安全,煽动民众暴乱,359
内容违反社会主义核心价值观,破坏民族团结,宣扬民族不平等,360
内容违反社会主义核心价值观,破坏民族团结,恶意攻击少数民族,361
内容违反社会主义核心价值观,破坏民族团结,挑拨回汉关系,362
内容违反社会主义核心价值观,破坏民族团结,藏独,363
内容违反社会主义核心价值观,破坏民族团结,少数民族劣等论,364
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族对立情绪,365
内容违反社会主义核心价值观,破坏民族团结,破坏民族团结,366
内容违反社会主义核心价值观,破坏民族团结,挑拨满汉关系,367
内容违反社会主义核心价值观,破坏民族团结,民族隔离,368
内容违反社会主义核心价值观,破坏民族团结,破坏民族和谐,369
内容违反社会主义核心价值观,破坏民族团结,分裂民族,370
内容违反社会主义核心价值观,破坏民族团结,汉族优越论,371
内容违反社会主义核心价值观,破坏民族团结,抹黑少数民族文化,372
内容违反社会主义核心价值观,破坏民族团结,制造民族矛盾,373
内容违反社会主义核心价值观,破坏民族团结,蒙独,374
内容违反社会主义核心价值观,破坏民族团结,破坏民族友好,375
内容违反社会主义核心价值观,破坏民族团结,歧视某一民族,376
内容违反社会主义核心价值观,破坏民族团结,汉独,377
内容违反社会主义核心价值观,破坏民族团结,煽动对少数民族不满,378
内容违反社会主义核心价值观,破坏民族团结,煽动民族仇恨,379
内容违反社会主义核心价值观,破坏民族团结,鼓吹分裂民族国家,380
内容违反社会主义核心价值观,破坏民族团结,搞民族分裂活动,381
内容违反社会主义核心价值观,破坏民族团结,制造民族对立,382
内容违反社会主义核心价值观,破坏民族团结,煽动民族冲突,383
内容违反社会主义核心价值观,破坏民族团结,制造民族分裂氛围,384
内容违反社会主义核心价值观,破坏民族团结,反民族融合,385
内容违反社会主义核心价值观,破坏民族团结,制造民族隔阂,386
内容违反社会主义核心价值观,破坏民族团结,贬低少数民族地位,387
内容违反社会主义核心价值观,破坏民族团结,民族分裂言论,388
内容违反社会主义核心价值观,破坏民族团结,挑拨维汉关系,389
内容违反社会主义核心价值观,破坏民族团结,宣扬民族歧视观念,390
内容违反社会主义核心价值观,破坏民族团结,诋毁少数民族,391
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族分裂,392
内容违反社会主义核心价值观,破坏民族团结,传播民族分裂思想,393
内容违反社会主义核心价值观,破坏民族团结,疆独,394
内容违反社会主义核心价值观,破坏民族团结,诋毁少数民族形象,395
内容违反社会主义核心价值观,破坏民族团结,挑起民族之间争端,396
内容违反社会主义核心价值观,破坏民族团结,民族歧视话语,397
内容违反社会主义核心价值观,破坏民族团结,歧视少数民族,398
内容违反社会主义核心价值观,破坏民族团结,侮辱少数民族习俗,399
内容违反社会主义核心价值观,破坏民族团结,破坏各民族大团结,400
内容违反社会主义核心价值观,破坏民族团结,歧视民族服饰,401
内容违反社会主义核心价值观,破坏民族团结,分裂民族言论,402
内容违反社会主义核心价值观,破坏民族团结,挑拨民族间隙,403
内容违反社会主义核心价值观,破坏民族团结,贬低民族信仰,404
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族隔离,405
内容违反社会主义核心价值观,破坏民族团结,贬低少数民族风,406
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族分裂观,407
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族对立论,408
内容违反社会主义核心价值观,破坏民族团结,污蔑民族传统,409
内容违反社会主义核心价值观,破坏民族团结,诋毁民族文化,410
内容违反社会主义核心价值观,破坏民族团结,宣扬民族分裂论,411
内容违反社会主义核心价值观,破坏民族团结,恶意调侃民族,412
内容违反社会主义核心价值观,破坏民族团结,挑拨民族不睦,413
内容违反社会主义核心价值观,破坏民族团结,挑动民族分裂,414
内容违反社会主义核心价值观,破坏民族团结,恶意贬低民族,415
内容违反社会主义核心价值观,破坏民族团结,丑化少数民族,416
内容违反社会主义核心价值观,破坏民族团结,破坏民族融合,417
内容违反社会主义核心价值观,破坏民族团结,破坏民族团结观,418
内容违反社会主义核心价值观,破坏民族团结,煽动民族对立,419
内容违反社会主义核心价值观,破坏民族团结,宣扬民族偏见,420
内容违反社会主义核心价值观,破坏民族团结,丑化民族形象,421
内容违反社会主义核心价值观,破坏民族团结,煽动民族歧视风,422
内容违反社会主义核心价值观,破坏民族团结,宣扬民族歧视,423
内容违反社会主义核心价值观,破坏民族团结,歧视民族习俗,424
内容违反社会主义核心价值观,破坏民族团结,诋毁民族特色,425
内容违反社会主义核心价值观,破坏民族团结,恶意扭曲民族,426
内容违反社会主义核心价值观,破坏民族团结,抹黑少数民族,427
内容违反社会主义核心价值观,破坏民族团结,挑动民族仇恨心,428
内容违反社会主义核心价值观,破坏民族团结,宣扬民族差别论,429
内容违反社会主义核心价值观,破坏民族团结,挑动民族纷争,430
内容违反社会主义核心价值观,破坏民族团结,污蔑少数民族,431
内容违反社会主义核心价值观,破坏民族团结,煽动回维对立,432
内容违反社会主义核心价值观,破坏民族团结,制造民族歧视风,433
内容违反社会主义核心价值观,破坏民族团结,挑拨彝汉关系,434
内容违反社会主义核心价值观,破坏民族团结,挑拨壮汉关系,435
内容违反社会主义核心价值观,破坏民族团结,贬低少数民族,436
内容违反社会主义核心价值观,破坏民族团结,破坏民族凝聚力,437
内容违反社会主义核心价值观,破坏民族团结,挑唆民族对立,438
内容违反社会主义核心价值观,破坏民族团结,离间民族感情,439
内容违反社会主义核心价值观,破坏民族团结,破坏民族团结心,440
内容违反社会主义核心价值观,破坏民族团结,煽动民族分裂论,441
内容违反社会主义核心价值观,破坏民族团结,诋毁少数民族文化,442
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族偏见,443
内容违反社会主义核心价值观,破坏民族团结,煽动蒙汉对立,444
内容违反社会主义核心价值观,破坏民族团结,扭曲民族历史,445
内容违反社会主义核心价值观,破坏民族团结,破坏民族亲善,446
内容违反社会主义核心价值观,破坏民族团结,煽动民族分裂风,447
