主类别,子类别,关键词,序号
内容违反社会主义核心价值观,分裂国家,散发分裂宁夏资料,92
内容违反社会主义核心价值观,分裂国家,声援分裂内蒙古团体,93
内容违反社会主义核心价值观,分裂国家,散布分裂广西言论,94
内容违反社会主义核心价值观,分裂国家,港独口号语,95
内容违反社会主义核心价值观,分裂国家,传播蒙独思想,96
内容违反社会主义核心价值观,分裂国家,拥护分裂宁夏分子,97
内容违反社会主义核心价值观,分裂国家,煽动分裂澳门,98
内容违反社会主义核心价值观,分裂国家,疆独口号,99
内容违反社会主义核心价值观,分裂国家,蒙独标语,100
内容违反社会主义核心价值观,分裂国家,鼓吹分裂内蒙古,101
内容违反社会主义核心价值观,分裂国家,宣扬澳独思想,102
内容违反社会主义核心价值观,分裂国家,藏独宣传语,103
内容违反社会主义核心价值观,分裂国家,鼓吹青独,104
内容违反社会主义核心价值观,分裂国家,宣扬青独思想,105
内容违反社会主义核心价值观,分裂国家,助力分裂西藏行动,106
内容违反社会主义核心价值观,分裂国家,鼓动澳独活动,107
内容违反社会主义核心价值观,分裂国家,散布疆独言论,108
内容违反社会主义核心价值观,分裂国家,散发藏独资料,109
内容违反社会主义核心价值观,分裂国家,传播分裂澳门思想,110
内容违反社会主义核心价值观,分裂国家,鼓动藏独,111
内容违反社会主义核心价值观,分裂国家,分裂青海言论,112
内容违反社会主义核心价值观,分裂国家,鼓吹澳独,113
内容违反社会主义核心价值观,分裂国家,搞港独活动,114
内容违反社会主义核心价值观,分裂国家,推动分裂香港,115
内容违反社会主义核心价值观,分裂国家,推动藏独分裂,116
内容违反社会主义核心价值观,分裂国家,宣扬分裂西藏,117
内容违反社会主义核心价值观,分裂国家,鼓动藏独分裂行径,118
内容违反社会主义核心价值观,分裂国家,支持分裂内蒙势力,119
内容违反社会主义核心价值观,分裂国家,推动疆独分裂活动,120
内容违反社会主义核心价值观,分裂国家,鼓动分裂新疆,121
内容违反社会主义核心价值观,分裂国家,制造蒙独舆论,122
内容违反社会主义核心价值观,分裂国家,传播港独理念,123
内容违反社会主义核心价值观,分裂国家,宣扬港独,124
内容违反社会主义核心价值观,分裂国家,支持藏独分裂势力,125
内容违反社会主义核心价值观,分裂国家,策划分裂西藏,126
内容违反社会主义核心价值观,分裂国家,传播蒙独分裂思想,127
内容违反社会主义核心价值观,分裂国家,推动疆独,128
内容违反社会主义核心价值观,分裂国家,煽动分裂香港,129
内容违反社会主义核心价值观,分裂国家,制造疆独事端,130
内容违反社会主义核心价值观,分裂国家,鼓动分裂内蒙势力,131
内容违反社会主义核心价值观,分裂国家,散布分裂新疆言论,132
内容违反社会主义核心价值观,分裂国家,宣扬分裂内蒙思想,133
内容违反社会主义核心价值观,分裂国家,助力港独分裂行动,134
内容违反社会主义核心价值观,分裂国家,支持蒙独势力,135
内容违反社会主义核心价值观,分裂国家,力挺蒙独分裂行为,136
内容违反社会主义核心价值观,分裂国家,助力疆独分子,137
内容违反社会主义核心价值观,分裂国家,煽动港独分裂情绪,138
内容违反社会主义核心价值观,分裂国家,散布港独言论,139
内容违反社会主义核心价值观,分裂国家,鼓吹疆独分裂,140
内容违反社会主义核心价值观,分裂国家,煽动蒙独情绪,141
内容违反社会主义核心价值观,分裂国家,宣扬蒙独分裂,142
内容违反社会主义核心价值观,分裂国家,搞藏独活动,143
内容违反社会主义核心价值观,分裂国家,散布藏独思想,144
内容违反社会主义核心价值观,分裂国家,鼓动藏独势力,145
内容违反社会主义核心价值观,分裂国家,力挺藏独行径,146
内容违反社会主义核心价值观,分裂国家,鼓吹分裂香港势力,147
内容违反社会主义核心价值观,分裂国家,制造分裂香港事件,148
内容违反社会主义核心价值观,分裂国家,力挺分裂香港行为,149
内容违反社会主义核心价值观,分裂国家,煽动分裂西藏势力,150
内容违反社会主义核心价值观,分裂国家,传播分裂新疆思想,151
内容违反社会主义核心价值观,分裂国家,制造藏独乱,152
内容违反社会主义核心价值观,分裂国家,鼓动蒙独,153
内容违反社会主义核心价值观,分裂国家,传播藏独论,154
内容违反社会主义核心价值观,分裂国家,宣扬分裂香港,155
内容违反社会主义核心价值观,分裂国家,疆独之主张,156
内容违反社会主义核心价值观,分裂国家,疆独分子言,157
内容违反社会主义核心价值观,分裂国家,蒙独之主张,158
内容违反社会主义核心价值观,分裂国家,支持藏独派,159
内容违反社会主义核心价值观,分裂国家,搞藏独行径,160
内容违反社会主义核心价值观,分裂国家,搞疆独行为,161
内容违反社会主义核心价值观,分裂国家,制造蒙独乱,162
内容违反社会主义核心价值观,分裂国家,煽动蒙独风,163
内容违反社会主义核心价值观,分裂国家,鼓吹分裂西藏,164
内容违反社会主义核心价值观,分裂国家,蒙独分子语,165
内容违反社会主义核心价值观,分裂国家,搞蒙独动作,166
内容违反社会主义核心价值观,分裂国家,制造疆独乱,167
内容违反社会主义核心价值观,分裂国家,藏独分子说,168
内容违反社会主义核心价值观,分裂国家,支持蒙独方,169
内容违反社会主义核心价值观,分裂国家,宣扬分裂澳门,170
内容违反社会主义核心价值观,分裂国家,传播分裂疆区,171
内容违反社会主义核心价值观,分裂国家,支持疆独者,172
内容违反社会主义核心价值观,分裂国家,港独之主张,173
内容违反社会主义核心价值观,分裂国家,传播分裂蒙区,174
内容违反社会主义核心价值观,分裂国家,传播分裂藏区,175
内容违反社会主义核心价值观,分裂国家,传播蒙独论,176
内容违反社会主义核心价值观,分裂国家,传播疆独,177
内容违反社会主义核心价值观,分裂国家,藏独之主张,178
内容违反社会主义核心价值观,分裂国家,分裂澳门,179
内容违反社会主义核心价值观,分裂国家,支持蒙独论,180
内容违反社会主义核心价值观,分裂国家,支持疆独论,181
内容违反社会主义核心价值观,分裂国家,港独分子讲,182
内容违反社会主义核心价值观,分裂国家,鼓吹分裂新疆,183
内容违反社会主义核心价值观,分裂国家,煽动疆独潮,184
内容违反社会主义核心价值观,分裂国家,支持藏独论,185
内容违反社会主义核心价值观,分裂国家,煽动港独浪,186
内容违反社会主义核心价值观,分裂国家,传播港独论,187
内容违反社会主义核心价值观,危害国家安全,泄露外交机密,188
内容违反社会主义核心价值观,危害国家安全,泄露国防机密,189
内容违反社会主义核心价值观,危害国家安全,策划分裂行动,190
内容违反社会主义核心价值观,危害国家安全,叛国行为指南,191
内容违反社会主义核心价值观,危害国家安全,协助外部渗透,192
内容违反社会主义核心价值观,危害国家安全,煽动国家对立,193
内容违反社会主义核心价值观,危害国家安全,鼓吹反华理念,194
内容违反社会主义核心价值观,危害国家安全,破坏国家统一,195
内容违反社会主义核心价值观,危害国家安全,危害国家稳定,196
内容违反社会主义核心价值观,危害国家安全,煽动反华言论,197
内容违反社会主义核心价值观,危害国家安全,勾结敌国势力,198
内容违反社会主义核心价值观,危害国家安全,煽动颠覆政府,199
内容违反社会主义核心价值观,危害国家安全,境外势力内应,200
内容违反社会主义核心价值观,危害国家安全,透露军事部署,201
内容违反社会主义核心价值观,危害国家安全,分裂势力宣传,202
内容违反社会主义核心价值观,危害国家安全,协助境外间谍,203
内容违反社会主义核心价值观,危害国家安全,煽动破坏稳定,204
内容违反社会主义核心价值观,危害国家安全,叛国投敌行为,205
内容违反社会主义核心价值观,危害国家安全,分裂国家计划,206
内容违反社会主义核心价值观,危害国家安全,煽动民族分裂,207
内容违反社会主义核心价值观,危害国家安全,泄露战略机密,208
内容违反社会主义核心价值观,危害国家安全,策反国家人员,209
内容违反社会主义核心价值观,危害国家安全,传播反动思想,210
内容违反社会主义核心价值观,危害国家安全,传递敏感信息,211
内容违反社会主义核心价值观,危害国家安全,出卖国家主权,212
内容违反社会主义核心价值观,危害国家安全,勾结外部势力,213
内容违反社会主义核心价值观,危害国家安全,国家机密售卖,214
内容违反社会主义核心价值观,危害国家安全,资助反华组织,215
内容违反社会主义核心价值观,危害国家安全,泄露军事机密,216
内容违反社会主义核心价值观,危害国家安全,泄露机密文件,217
内容违反社会主义核心价值观,危害国家安全,传播分裂主张,218
内容违反社会主义核心价值观,危害国家安全,破坏国家安全,219
内容违反社会主义核心价值观,危害国家安全,组织反动活动,220
内容违反社会主义核心价值观,危害国家安全,泄露核心机密,221
内容违反社会主义核心价值观,危害国家安全,颠覆国家政权,222
内容违反社会主义核心价值观,危害国家安全,国家机密外泄,223
内容违反社会主义核心价值观,危害国家安全,情报交易渠道,224
内容违反社会主义核心价值观,危害国家安全,窃取国家情报,225
内容违反社会主义核心价值观,危害国家安全,泄露国家规划,226
内容违反社会主义核心价值观,危害国家安全,间谍招募信息,227
内容违反社会主义核心价值观,危害国家安全,国家机密曝光,228
内容违反社会主义核心价值观,危害国家安全,传播间谍情报,229
内容违反社会主义核心价值观,危害国家安全,支持藏独主张,230
内容违反社会主义核心价值观,危害国家安全,引入外部干涉,231
内容违反社会主义核心价值观,危害国家安全,损害国家尊严,232
内容违反社会主义核心价值观,危害国家安全,否定国家成就,233
内容违反社会主义核心价值观,危害国家安全,组织分裂活动,234
内容违反社会主义核心价值观,危害国家安全,泄漏敏感机密,235
内容违反社会主义核心价值观,危害国家安全,鼓吹台独言论,236
内容违反社会主义核心价值观,危害国家安全,引导外部颠覆,237
内容违反社会主义核心价值观,危害国家安全,资助分裂势力,238
内容违反社会主义核心价值观,危害国家安全,煽动民众反国,239
内容违反社会主义核心价值观,危害国家安全,抹黑国家形象,240
内容违反社会主义核心价值观,危害国家安全,传递涉密内容,241
内容违反社会主义核心价值观,危害国家安全,亵渎国家象征,242
内容违反社会主义核心价值观,危害国家安全,丑化国家政策,243
内容违反社会主义核心价值观,危害国家安全,鼓动反政府风,244
内容违反社会主义核心价值观,危害国家安全,宣扬极端思想,245
内容违反社会主义核心价值观,危害国家安全,泄露国家机密,246
内容违反社会主义核心价值观,危害国家安全,诋毁国家制度,247
内容违反社会主义核心价值观,危害国家安全,推动地区分裂,248
内容违反社会主义核心价值观,危害国家安全,鼓吹排华情绪,249
内容违反社会主义核心价值观,危害国家安全,勾结外部反华,250
内容违反社会主义核心价值观,危害国家安全,挑战国家权威,251
内容违反社会主义核心价值观,危害国家安全,协助境外渗透,252
内容违反社会主义核心价值观,危害国家安全,泄露情报信息,253
内容违反社会主义核心价值观,危害国家安全,歪曲国家历史,254
内容违反社会主义核心价值观,危害国家安全,透露国防数据,255
内容违反社会主义核心价值观,危害国家安全,出售军事机密,256
内容违反社会主义核心价值观,危害国家安全,策动民族分裂,257
内容违反社会主义核心价值观,危害国家安全,煽动疆独行为,258
内容违反社会主义核心价值观,危害国家安全,曝光政府密辛,259
内容违反社会主义核心价值观,危害国家安全,宣扬港独思想,260
内容违反社会主义核心价值观,危害国家安全,诱导颜色革命,261
内容违反社会主义核心价值观,危害国家安全,破坏国家声誉,262
内容违反社会主义核心价值观,危害国家安全,激发群体反华,263
内容违反社会主义核心价值观,危害国家安全,散发涉密资料,264
内容违反社会主义核心价值观,危害国家安全,散布反华谬论,265
内容违反社会主义核心价值观,危害国家安全,公开机密文件,266
内容违反社会主义核心价值观,危害国家安全,质疑国家主权,267
内容违反社会主义核心价值观,危害国家安全,唆使叛国行径,268
内容违反社会主义核心价值观,危害国家安全,传递涉密信息,269
内容违反社会主义核心价值观,危害国家安全,策动反华活动,270
内容违反社会主义核心价值观,危害国家安全,传播颠覆思想,271
内容违反社会主义核心价值观,危害国家安全,泄露重要机密,272
内容违反社会主义核心价值观,危害国家安全,鼓动反政府行为,273
内容违反社会主义核心价值观,危害国家安全,泄露政治机密,274
内容违反社会主义核心价值观,危害国家安全,唆使破坏国家,275
内容违反社会主义核心价值观,危害国家安全,传授间谍技巧,276
内容违反社会主义核心价值观,危害国家安全,煽动反国家舆论,277
内容违反社会主义核心价值观,危害国家安全,泄露经济机密,278
内容违反社会主义核心价值观,危害国家安全,煽动破坏国家言论,279
内容违反社会主义核心价值观,危害国家安全,煽动反华情绪,280
内容违反社会主义核心价值观,危害国家安全,煽动反国行为,281
内容违反社会主义核心价值观,危害国家安全,引导反华思潮,282
内容违反社会主义核心价值观,危害国家安全,散布破坏言论,283
内容违反社会主义核心价值观,危害国家安全,教授窃密手段,284
内容违反社会主义核心价值观,危害国家安全,出卖情报,285
内容违反社会主义核心价值观,危害国家安全,散布分裂口号,286
内容违反社会主义核心价值观,危害国家安全,协助境外刺探,287
内容违反社会主义核心价值观,危害国家安全,鼓吹反国家意识,288
内容违反社会主义核心价值观,危害国家安全,传播分裂内容,289
内容违反社会主义核心价值观,危害国家安全,鼓吹国家分裂论,290
内容违反社会主义核心价值观,危害国家安全,传授泄密方法,291
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂行径,292
内容违反社会主义核心价值观,危害国家安全,泄露军事密辛,293
内容违反社会主义核心价值观,危害国家安全,宣扬反国理念,294
内容违反社会主义核心价值观,危害国家安全,传播叛国言论,295
内容违反社会主义核心价值观,危害国家安全,宣扬分裂思想,296
内容违反社会主义核心价值观,危害国家安全,传播反华观念,297
内容违反社会主义核心价值观,危害国家安全,宣扬反动理念,298
内容违反社会主义核心价值观,危害国家安全,鼓动反华举动,299
内容违反社会主义核心价值观,危害国家安全,宣扬独立言论,300
内容违反社会主义核心价值观,危害国家安全,宣扬反中观点,301
内容违反社会主义核心价值观,危害国家安全,煽动颠覆政权,302
内容违反社会主义核心价值观,危害国家安全,协助外谍渗透,303
内容违反社会主义核心价值观,危害国家安全,散布反华口号,304
内容违反社会主义核心价值观,危害国家安全,鼓吹国家解体,305
内容违反社会主义核心价值观,危害国家安全,煽动民族对立,306
内容违反社会主义核心价值观,危害国家安全,鼓动国家分裂,307
内容违反社会主义核心价值观,危害国家安全,传播分裂思想,308
内容违反社会主义核心价值观,危害国家安全,煽动反党言论,309
内容违反社会主义核心价值观,危害国家安全,煽动反国情绪,310
内容违反社会主义核心价值观,危害国家安全,煽动破坏统一,311
内容违反社会主义核心价值观,危害国家安全,协助境外势力,312
内容违反社会主义核心价值观,危害国家安全,泄露政府机密,313
内容违反社会主义核心价值观,危害国家安全,挑动民族对立,314
内容违反社会主义核心价值观,危害国家安全,泄露国家机要,315
内容违反社会主义核心价值观,危害国家安全,宣扬反华理论,316
内容违反社会主义核心价值观,危害国家安全,鼓动叛国行径,317
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂主义,318
内容违反社会主义核心价值观,危害国家安全,教唆叛国行为,319
内容违反社会主义核心价值观,危害国家安全,教唆反华行动,320
内容违反社会主义核心价值观,危害国家安全,宣扬分裂主张,321
内容违反社会主义核心价值观,危害国家安全,鼓吹反国口号,322
内容违反社会主义核心价值观,危害国家安全,泄露重大机密,323
内容违反社会主义核心价值观,危害国家安全,教唆分裂行为,324
内容违反社会主义核心价值观,危害国家安全,挑动国家内乱,325
内容违反社会主义核心价值观,危害国家安全,输送机密文件,326
内容违反社会主义核心价值观,危害国家安全,协助外敌渗透,327
内容违反社会主义核心价值观,危害国家安全,传递敏感机密,328
内容违反社会主义核心价值观,危害国家安全,宣扬颠覆理念,329
内容违反社会主义核心价值观,危害国家安全,宣扬反国思想,330
内容违反社会主义核心价值观,危害国家安全,传播反华内容,331
内容违反社会主义核心价值观,危害国家安全,煽动反政府风,332
内容违反社会主义核心价值观,危害国家安全,宣扬反华口号,333
内容违反社会主义核心价值观,危害国家安全,协助间谍活动,334
内容违反社会主义核心价值观,危害国家安全,传播反国言论,335
内容违反社会主义核心价值观,危害国家安全,出卖国家情报,336
内容违反社会主义核心价值观,危害国家安全,鼓动颠覆国家,337
内容违反社会主义核心价值观,危害国家安全,传播分裂资料,338
内容违反社会主义核心价值观,危害国家安全,散布反国舆论,339
内容违反社会主义核心价值观,危害国家安全,传播反华言论,340
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂理论,341
内容违反社会主义核心价值观,危害国家安全,煽动反国言论,342
内容违反社会主义核心价值观,危害国家安全,兜售军事机密,343
内容违反社会主义核心价值观,危害国家安全,散布反华传单,344
内容违反社会主义核心价值观,危害国家安全,散布分裂谣言,345
内容违反社会主义核心价值观,危害国家安全,教唆叛国行径,346
内容违反社会主义核心价值观,危害国家安全,教唆反国行为,347
内容违反社会主义核心价值观,危害国家安全,诱导反国行动,348
内容违反社会主义核心价值观,危害国家安全,煽动分裂活动,349
内容违反社会主义核心价值观,危害国家安全,宣扬分裂口号,350
内容违反社会主义核心价值观,危害国家安全,鼓动叛国举动,351
内容违反社会主义核心价值观,危害国家安全,煽动反国思潮,352
内容违反社会主义核心价值观,危害国家安全,宣扬反国主张,353
内容违反社会主义核心价值观,危害国家安全,泄露机要情报,354
内容违反社会主义核心价值观,危害国家安全,宣传叛国理念,355
内容违反社会主义核心价值观,危害国家安全,诱使分裂行为,356
内容违反社会主义核心价值观,危害国家安全,鼓动反华行动,357
内容违反社会主义核心价值观,危害国家安全,传播国家密档,358
内容违反社会主义核心价值观,危害国家安全,鼓吹反国观念,359
内容违反社会主义核心价值观,危害国家安全,传播反国传单,360
内容违反社会主义核心价值观,危害国家安全,透露国家密辛,361
内容违反社会主义核心价值观,危害国家安全,传播反动手册,362
内容违反社会主义核心价值观,危害国家安全,诱导反华举动,363
内容违反社会主义核心价值观,危害国家安全,泄露国安机密,364
内容违反社会主义核心价值观,危害国家安全,鼓吹颠覆政权,365
内容违反社会主义核心价值观,危害国家安全,提供叛国方法,366
内容违反社会主义核心价值观,危害国家安全,传播反动标语,367
内容违反社会主义核心价值观,危害国家安全,教唆反华做法,368
内容违反社会主义核心价值观,危害国家安全,宣传分裂话术,369
内容违反社会主义核心价值观,危害国家安全,诱导叛国行为,370
内容违反社会主义核心价值观,危害国家安全,引导间谍活动,371
内容违反社会主义核心价值观,危害国家安全,提供分裂技巧,372
内容违反社会主义核心价值观,破坏民族团结,诋毁少数民族,373
内容违反社会主义核心价值观,破坏民族团结,侮辱特定民族,374
内容违反社会主义核心价值观,破坏民族团结,发表民族对立话语,375
内容违反社会主义核心价值观,破坏民族团结,抹黑少数民族,376
内容违反社会主义核心价值观,破坏民族团结,煽动民族仇恨,377
内容违反社会主义核心价值观,破坏民族团结,传播民族歧视言论,378
内容违反社会主义核心价值观,破坏民族团结,歧视性民族话语,379
内容违反社会主义核心价值观,破坏民族团结,宣扬民族不平等观,380
内容违反社会主义核心价值观,破坏民族团结,恶意煽动民族对立,381
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族分裂思想,382
内容违反社会主义核心价值观,破坏民族团结,攻击少数民族,383
内容违反社会主义核心价值观,破坏民族团结,激化民族冲突,384
内容违反社会主义核心价值观,破坏民族团结,煽动民族对立语,385
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族隔离,386
内容违反社会主义核心价值观,破坏民族团结,恶意丑化民族,387
内容违反社会主义核心价值观,破坏民族团结,挑拨民族矛盾,388
内容违反社会主义核心价值观,破坏民族团结,污蔑特定民族词,389
内容违反社会主义核心价值观,破坏民族团结,诋毁某一少数民族,390
内容违反社会主义核心价值观,破坏民族团结,歧视某民族,391
内容违反社会主义核心价值观,破坏民族团结,煽动民族敌对情绪,392
内容违反社会主义核心价值观,破坏民族团结,传播破坏民族团结语,393
内容违反社会主义核心价值观,破坏民族团结,恶意挑拨民族关系,394
内容违反社会主义核心价值观,破坏民族团结,破坏民族团结语,395
内容违反社会主义核心价值观,破坏民族团结,挑唆民族对立,396
内容违反社会主义核心价值观,破坏民族团结,民族仇恨言论,397
内容违反社会主义核心价值观,破坏民族团结,挑动民族之间矛盾,398
内容违反社会主义核心价值观,破坏民族团结,民族不平等言论,399
内容违反社会主义核心价值观,破坏民族团结,民族间的诋毁,400
内容违反社会主义核心价值观,破坏民族团结,破坏民族和谐,401
内容违反社会主义核心价值观,破坏民族团结,民族偏见言论,402
内容违反社会主义核心价值观,破坏民族团结,制造民族矛盾言论,403
内容违反社会主义核心价值观,破坏民族团结,制造民族分裂,404
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族差异对立,405
内容违反社会主义核心价值观,破坏民族团结,分裂民族的口号,406
内容违反社会主义核心价值观,破坏民族团结,民族对立,407
内容违反社会主义核心价值观,破坏民族团结,宣扬民族歧视,408
内容违反社会主义核心价值观,破坏民族团结,宣扬民族仇恨内容,409
内容违反社会主义核心价值观,破坏民族团结,引发民族冲突言论,410
内容违反社会主义核心价值观,破坏民族团结,煽动民族分裂词,411
内容违反社会主义核心价值观,破坏民族团结,制造民族隔阂话语,412
内容违反社会主义核心价值观,破坏民族团结,贬低少数民族词,413
内容违反社会主义核心价值观,破坏民族团结,挑起民族性对立情绪,414
内容违反社会主义核心价值观,破坏民族团结,挑起民族纷争,415
内容违反社会主义核心价值观,破坏民族团结,散布民族对立语,416
内容违反社会主义核心价值观,破坏民族团结,煽动民族性分裂,417
内容违反社会主义核心价值观,破坏民族团结,散布民族歧视,418
内容违反社会主义核心价值观,破坏民族团结,抹黑少数民族传统,419
内容违反社会主义核心价值观,破坏民族团结,引发民族对立,420
内容违反社会主义核心价值观,破坏民族团结,引发民族间对立,421
内容违反社会主义核心价值观,破坏民族团结,制造民族性隔阂,422
内容违反社会主义核心价值观,破坏民族团结,制造民族间矛盾,423
内容违反社会主义核心价值观,破坏民族团结,制造民族隔阂,424
内容违反社会主义核心价值观,破坏民族团结,激发民族性偏见,425
内容违反社会主义核心价值观,破坏民族团结,发表歧视民族言论,426
内容违反社会主义核心价值观,破坏民族团结,诱发民族冲突,427
内容违反社会主义核心价值观,破坏民族团结,激发民族仇恨,428
内容违反社会主义核心价值观,破坏民族团结,侮辱少数民族风俗,429
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族不平等,430
内容违反社会主义核心价值观,破坏民族团结,诱发民族间冲突,431
内容违反社会主义核心价值观,破坏民族团结,激发民族偏见,432
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族性不平等,433
内容违反社会主义核心价值观,破坏民族团结,煽动民族分裂,434
内容违反社会主义核心价值观,破坏民族团结,煽动民族不团结,435
内容违反社会主义核心价值观,破坏民族团结,制造民族矛盾,436
内容违反社会主义核心价值观,破坏民族团结,诱导民族对立行为,437
内容违反社会主义核心价值观,破坏民族团结,挑起民族间纷争,438
内容违反社会主义核心价值观,破坏民族团结,挑起民族对立情绪,439
内容违反社会主义核心价值观,破坏民族团结,诋毁特定民族文化,440
内容违反社会主义核心价值观,破坏民族团结,传播民族敌意,441
内容违反社会主义核心价值观,破坏民族团结,诱导民族对抗,442
内容违反社会主义核心价值观,破坏民族团结,传播民族分裂言论,443
内容违反社会主义核心价值观,破坏民族团结,诱导民族性对抗,444
