主类别,子类别,关键词,序号
内容违反社会主义核心价值观,政治敏感,煽动反政府风,149
内容违反社会主义核心价值观,政治敏感,传播反动口号,150
内容违反社会主义核心价值观,政治敏感,造谣政府行为,151
内容违反社会主义核心价值观,政治敏感,亵渎英烈事迹,152
内容违反社会主义核心价值观,政治敏感,诋毁开国领袖,153
内容违反社会主义核心价值观,政治敏感,抹黑廉政建设,154
内容违反社会主义核心价值观,政治敏感,抹黑外交成果,155
内容违反社会主义核心价值观,政治敏感,污蔑爱国教育,156
内容违反社会主义核心价值观,政治敏感,传播反动理论,157
内容违反社会主义核心价值观,政治敏感,否定政治体制,158
内容违反社会主义核心价值观,政治敏感,恶意解读方针,159
内容违反社会主义核心价值观,政治敏感,煽动反党思潮,160
内容违反社会主义核心价值观,政治敏感,否定政治协商,161
内容违反社会主义核心价值观,政治敏感,诋毁发展战略,162
内容违反社会主义核心价值观,政治敏感,歪曲民主制度,163
内容违反社会主义核心价值观,政治敏感,丑化国家形象,164
内容违反社会主义核心价值观,政治敏感,诋毁法治建设,165
内容违反社会主义核心价值观,政治敏感,恶意攻击政权,166
内容违反社会主义核心价值观,政治敏感,鼓吹分裂行径,167
内容违反社会主义核心价值观,政治敏感,挑动政治对立,168
内容违反社会主义核心价值观,政治敏感,诋毁政党形象,169
内容违反社会主义核心价值观,政治敏感,歪曲和平统一,170
内容违反社会主义核心价值观,政治敏感,造谣民族团结,171
内容违反社会主义核心价值观,政治敏感,传播反动标语,172
内容违反社会主义核心价值观,政治敏感,否定革命先辈,173
内容违反社会主义核心价值观,政治敏感,污蔑发展成就,174
内容违反社会主义核心价值观,政治敏感,煽动民族分裂,175
内容违反社会主义核心价值观,政治敏感,鼓吹独立言论,176
内容违反社会主义核心价值观,政治敏感,造谣外交政策,177
内容违反社会主义核心价值观,政治敏感,煽动反政情绪,178
内容违反社会主义核心价值观,分裂国家,台独势力,179
内容违反社会主义核心价值观,分裂国家,台独言论,180
内容违反社会主义核心价值观,分裂国家,港独言论,181
内容违反社会主义核心价值观,分裂国家,疆独,182
内容违反社会主义核心价值观,分裂国家,分裂新疆,183
内容违反社会主义核心价值观,分裂国家,搞藏独活动,184
内容违反社会主义核心价值观,分裂国家,蒙独,185
内容违反社会主义核心价值观,分裂国家,藏独,186
内容违反社会主义核心价值观,分裂国家,蒙独分子,187
内容违反社会主义核心价值观,分裂国家,支持分裂国家,188
内容违反社会主义核心价值观,分裂国家,疆独分子,189
内容违反社会主义核心价值观,分裂国家,分裂台湾,190
内容违反社会主义核心价值观,分裂国家,鼓动分裂民族,191
内容违反社会主义核心价值观,分裂国家,传播领土分裂,192
内容违反社会主义核心价值观,分裂国家,搞疆独行径,193
内容违反社会主义核心价值观,分裂国家,港独分子,194
内容违反社会主义核心价值观,分裂国家,宣扬疆独,195
内容违反社会主义核心价值观,分裂国家,分裂西藏,196
内容违反社会主义核心价值观,分裂国家,藏独言论,197
内容违反社会主义核心价值观,分裂国家,煽动港独,198
内容违反社会主义核心价值观,分裂国家,疆独势力,199
内容违反社会主义核心价值观,分裂国家,蒙独言论,200
内容违反社会主义核心价值观,分裂国家,支持蒙独,201
内容违反社会主义核心价值观,分裂国家,台独,202
内容违反社会主义核心价值观,分裂国家,鼓吹藏独,203
内容违反社会主义核心价值观,分裂国家,疆独言论,204
内容违反社会主义核心价值观,分裂国家,藏独分子,205
内容违反社会主义核心价值观,分裂国家,台独分子,206
内容违反社会主义核心价值观,分裂国家,蒙独势力,207
内容违反社会主义核心价值观,分裂国家,港独,208
内容违反社会主义核心价值观,分裂国家,分裂香港,209
内容违反社会主义核心价值观,分裂国家,搞蒙独行为,210
内容违反社会主义核心价值观,分裂国家,搞台独把戏,211
内容违反社会主义核心价值观,分裂国家,传播台独,212
内容违反社会主义核心价值观,分裂国家,搞港独动作,213
内容违反社会主义核心价值观,分裂国家,分裂内蒙古,214
内容违反社会主义核心价值观,分裂国家,藏独势力,215
内容违反社会主义核心价值观,分裂国家,倡导分裂领土,216
内容违反社会主义核心价值观,分裂国家,港独势力,217
内容违反社会主义核心价值观,分裂国家,煽动民族分裂,218
内容违反社会主义核心价值观,分裂国家,宣扬国家分裂,219
内容违反社会主义核心价值观,分裂国家,鼓吹台独,220
内容违反社会主义核心价值观,分裂国家,分裂思想,221
内容违反社会主义核心价值观,分裂国家,疆独组织,222
内容违反社会主义核心价值观,分裂国家,分裂行径,223
内容违反社会主义核心价值观,分裂国家,支持台独,224
内容违反社会主义核心价值观,分裂国家,港独思想,225
内容违反社会主义核心价值观,分裂国家,传播港独,226
内容违反社会主义核心价值观,分裂国家,传播藏独,227
内容违反社会主义核心价值观,分裂国家,鼓吹分裂,228
内容违反社会主义核心价值观,分裂国家,疆独行径,229
内容违反社会主义核心价值观,分裂国家,港独组织,230
内容违反社会主义核心价值观,分裂国家,蒙独思想,231
内容违反社会主义核心价值观,分裂国家,台独行径,232
内容违反社会主义核心价值观,分裂国家,疆独思想,233
内容违反社会主义核心价值观,分裂国家,煽动分裂,234
内容违反社会主义核心价值观,分裂国家,宣扬分裂,235
内容违反社会主义核心价值观,分裂国家,支持港独,236
内容违反社会主义核心价值观,分裂国家,蒙独组织,237
内容违反社会主义核心价值观,分裂国家,分裂言论,238
内容违反社会主义核心价值观,分裂国家,支持藏独,239
内容违反社会主义核心价值观,分裂国家,蒙独行径,240
内容违反社会主义核心价值观,分裂国家,新疆分裂,241
内容违反社会主义核心价值观,分裂国家,藏独思想,242
内容违反社会主义核心价值观,分裂国家,鼓动蒙独,243
内容违反社会主义核心价值观,分裂国家,藏独行径,244
内容违反社会主义核心价值观,分裂国家,宣扬港独,245
内容违反社会主义核心价值观,分裂国家,藏独组织,246
内容违反社会主义核心价值观,分裂国家,鼓动分裂,247
内容违反社会主义核心价值观,分裂国家,台独组织,248
内容违反社会主义核心价值观,分裂国家,分裂活动,249
内容违反社会主义核心价值观,分裂国家,台独思想,250
内容违反社会主义核心价值观,分裂国家,传播疆独,251
内容违反社会主义核心价值观,分裂国家,传播蒙独,252
内容违反社会主义核心价值观,分裂国家,港独行径,253
内容违反社会主义核心价值观,分裂国家,支持疆独,254
内容违反社会主义核心价值观,分裂国家,煽动藏独,255
内容违反社会主义核心价值观,分裂国家,破坏统一,256
内容违反社会主义核心价值观,分裂国家,瓦解国家,257
内容违反社会主义核心价值观,分裂国家,妄图独台,258
内容违反社会主义核心价值观,分裂国家,力挺港独,259
内容违反社会主义核心价值观,分裂国家,声援疆独,260
内容违反社会主义核心价值观,分裂国家,蒙独主张,261
内容违反社会主义核心价值观,分裂国家,破坏团结,262
内容违反社会主义核心价值观,分裂国家,煽动独疆,263
内容违反社会主义核心价值观,分裂国家,煽动独藏,264
内容违反社会主义核心价值观,分裂国家,妄图独蒙,265
内容违反社会主义核心价值观,分裂国家,煽动独港,266
内容违反社会主义核心价值观,分裂国家,图谋分裂,267
内容违反社会主义核心价值观,分裂国家,疆独思潮,268
内容违反社会主义核心价值观,分裂国家,分裂国土,269
内容违反社会主义核心价值观,分裂国家,宣扬台独,270
内容违反社会主义核心价值观,分裂国家,企图分裂,271
内容违反社会主义核心价值观,分裂国家,瓦解团结,272
内容违反社会主义核心价值观,分裂国家,妄图独疆,273
内容违反社会主义核心价值观,分裂国家,分裂企图,274
内容违反社会主义核心价值观,分裂国家,制造蒙独,275
内容违反社会主义核心价值观,分裂国家,妄图独藏,276
内容违反社会主义核心价值观,分裂国家,煽动独蒙,277
内容违反社会主义核心价值观,分裂国家,港独理念,278
内容违反社会主义核心价值观,分裂国家,妄图独港,279
内容违反社会主义核心价值观,分裂国家,港独活动,280
内容违反社会主义核心价值观,分裂国家,分裂图谋,281
内容违反社会主义核心价值观,分裂国家,蒙独观念,282
内容违反社会主义核心价值观,分裂国家,瓦解统一,283
内容违反社会主义核心价值观,分裂国家,煽动独台,284
内容违反社会主义核心价值观,分裂国家,煽动藏独恶行,285
内容违反社会主义核心价值观,分裂国家,推行港独行为,286
内容违反社会主义核心价值观,分裂国家,传播疆独邪说,287
内容违反社会主义核心价值观,分裂国家,推行台独勾当,288
内容违反社会主义核心价值观,分裂国家,支持分裂新疆势力,289
内容违反社会主义核心价值观,分裂国家,传播蒙独邪念,290
内容违反社会主义核心价值观,分裂国家,鼓噪港独之举,291
内容违反社会主义核心价值观,分裂国家,倡导疆独行为,292
内容违反社会主义核心价值观,分裂国家,鼓噪蒙独行径,293
内容违反社会主义核心价值观,分裂国家,鼓吹分裂国家,294
内容违反社会主义核心价值观,分裂国家,支持分裂香港势力,295
内容违反社会主义核心价值观,分裂国家,宣扬藏独思想,296
内容违反社会主义核心价值观,分裂国家,宣扬蒙独歪理,297
内容违反社会主义核心价值观,分裂国家,操弄蒙独事宜,298
内容违反社会主义核心价值观,分裂国家,传播港独理念,299
内容违反社会主义核心价值观,分裂国家,散布台独主张,300
内容违反社会主义核心价值观,分裂国家,散布分裂台湾,301
内容违反社会主义核心价值观,分裂国家,鼓吹分裂香港,302
内容违反社会主义核心价值观,分裂国家,散布蒙独分裂言论,303
内容违反社会主义核心价值观,分裂国家,传播藏独分裂理念,304
内容违反社会主义核心价值观,分裂国家,鼓噪台独思想,305
内容违反社会主义核心价值观,分裂国家,操弄藏独之事,306
内容违反社会主义核心价值观,分裂国家,鼓吹分裂台湾言论,307
内容违反社会主义核心价值观,分裂国家,煽动分裂台湾行径,308
内容违反社会主义核心价值观,分裂国家,倡导港独举动,309
内容违反社会主义核心价值观,分裂国家,煽动港独分裂恶行,310
内容违反社会主义核心价值观,分裂国家,散布分裂新疆言论,311
内容违反社会主义核心价值观,分裂国家,倡导藏独活动,312
内容违反社会主义核心价值观,分裂国家,支持疆独行径,313
内容违反社会主义核心价值观,分裂国家,支持藏独行动,314
内容违反社会主义核心价值观,分裂国家,鼓吹藏独谬论,315
内容违反社会主义核心价值观,分裂国家,煽动蒙独行径,316
内容违反社会主义核心价值观,分裂国家,煽动分裂新疆,317
内容违反社会主义核心价值观,分裂国家,操弄分裂西藏,318
内容违反社会主义核心价值观,分裂国家,传播分裂香港,319
内容违反社会主义核心价值观,分裂国家,鼓吹蒙独言论,320
内容违反社会主义核心价值观,分裂国家,推行分裂香港活动,321
内容违反社会主义核心价值观,分裂国家,宣扬台独歪念,322
内容违反社会主义核心价值观,分裂国家,宣扬疆独分裂思想,323
内容违反社会主义核心价值观,分裂国家,宣扬分裂西藏,324
内容违反社会主义核心价值观,分裂国家,疆独势力源,325
内容违反社会主义核心价值观,分裂国家,台独主张,326
内容违反社会主义核心价值观,分裂国家,策动港独,327
内容违反社会主义核心价值观,分裂国家,支持藏独事,328
内容违反社会主义核心价值观,分裂国家,蒙独理念,329
内容违反社会主义核心价值观,分裂国家,蒙独活动,330
内容违反社会主义核心价值观,分裂国家,宣扬台独论,331
内容违反社会主义核心价值观,分裂国家,藏独口号,332
内容违反社会主义核心价值观,分裂国家,制造藏独,333
内容违反社会主义核心价值观,分裂国家,推动台独,334
内容违反社会主义核心价值观,分裂国家,藏独思潮,335
内容违反社会主义核心价值观,分裂国家,散布疆独,336
内容违反社会主义核心价值观,分裂国家,鼓吹蒙独,337
内容违反社会主义核心价值观,分裂国家,蒙独团伙名,338
内容违反社会主义核心价值观,分裂国家,台独言论者,339
内容违反社会主义核心价值观,分裂国家,宣扬蒙独,340
内容违反社会主义核心价值观,分裂国家,蒙独标语,341
内容违反社会主义核心价值观,分裂国家,藏独组织名,342
内容违反社会主义核心价值观,分裂国家,分裂香港论,343
内容违反社会主义核心价值观,分裂国家,鼓吹港独说,344
内容违反社会主义核心价值观,分裂国家,煽动藏独风,345
内容违反社会主义核心价值观,分裂国家,藏独活动,346
内容违反社会主义核心价值观,分裂国家,倡导台独,347
内容违反社会主义核心价值观,分裂国家,策动台独计,348
内容违反社会主义核心价值观,分裂国家,港独分子群,349
内容违反社会主义核心价值观,分裂国家,倡导港独行,350
内容违反社会主义核心价值观,分裂国家,制造蒙独势,351
内容违反社会主义核心价值观,分裂国家,传播疆独语,352
内容违反社会主义核心价值观,分裂国家,推动疆独举,353
内容违反社会主义核心价值观,危害国家安全,危害国家主权,354
内容违反社会主义核心价值观,危害国家安全,泄露经济机密,355
内容违反社会主义核心价值观,危害国家安全,破坏国家统一,356
内容违反社会主义核心价值观,危害国家安全,煽动分裂国家,357
内容违反社会主义核心价值观,危害国家安全,泄露军事机密,358
内容违反社会主义核心价值观,危害国家安全,窃取国家机密,359
内容违反社会主义核心价值观,危害国家安全,传递机密情报,360
内容违反社会主义核心价值观,危害国家安全,叛国行为,361
内容违反社会主义核心价值观,危害国家安全,传播叛国言论,362
内容违反社会主义核心价值观,危害国家安全,泄露重要机密,363
内容违反社会主义核心价值观,危害国家安全,间谍情报交易,364
内容违反社会主义核心价值观,危害国家安全,出卖军事信息,365
内容违反社会主义核心价值观,危害国家安全,破坏国家安全,366
内容违反社会主义核心价值观,危害国家安全,通敌叛国,367
内容违反社会主义核心价值观,危害国家安全,盗取国防机密,368
内容违反社会主义核心价值观,危害国家安全,从事间谍工作,369
内容违反社会主义核心价值观,危害国家安全,资助分裂势力,370
内容违反社会主义核心价值观,危害国家安全,策反国家人员,371
内容违反社会主义核心价值观,危害国家安全,分裂国家言论,372
内容违反社会主义核心价值观,危害国家安全,煽动颠覆政权,373
内容违反社会主义核心价值观,危害国家安全,勾结反华势力,374
内容违反社会主义核心价值观,危害国家安全,叛国投敌,375
内容违反社会主义核心价值观,危害国家安全,刺探国家机密,376
内容违反社会主义核心价值观,危害国家安全,颠覆国家政权,377
内容违反社会主义核心价值观,危害国家安全,间谍活动,378
内容违反社会主义核心价值观,危害国家安全,出卖国家机密,379
内容违反社会主义核心价值观,危害国家安全,破坏国家稳定,380
内容违反社会主义核心价值观,危害国家安全,国家机密泄露,381
内容违反社会主义核心价值观,危害国家安全,泄露科技机密,382
内容违反社会主义核心价值观,危害国家安全,传播分裂思想,383
内容违反社会主义核心价值观,危害国家安全,间谍渗透活动,384
内容违反社会主义核心价值观,危害国家安全,泄露国家战略,385
内容违反社会主义核心价值观,危害国家安全,协助敌特组织,386
内容违反社会主义核心价值观,危害国家安全,协助境外势力,387
内容违反社会主义核心价值观,危害国家安全,泄露外交机密,388
内容违反社会主义核心价值观,危害国家安全,煽动民族分裂,389
内容违反社会主义核心价值观,危害国家安全,泄露政府机密,390
内容违反社会主义核心价值观,危害国家安全,分裂国家行径,391
内容违反社会主义核心价值观,危害国家安全,泄露核心机密,392
内容违反社会主义核心价值观,危害国家安全,勾结外部势力,393
内容违反社会主义核心价值观,危害国家安全,诱导叛国行为,394
内容违反社会主义核心价值观,危害国家安全,宣扬分裂主张,395
内容违反社会主义核心价值观,危害国家安全,鼓吹反国言论,396
内容违反社会主义核心价值观,危害国家安全,散布分裂口号,397
内容违反社会主义核心价值观,危害国家安全,宣扬敌对思想,398
内容违反社会主义核心价值观,危害国家安全,泄露政务机密,399
内容违反社会主义核心价值观,危害国家安全,透露机要情报,400
内容违反社会主义核心价值观,危害国家安全,传递涉密文件,401
内容违反社会主义核心价值观,危害国家安全,泄露机要文件,402
内容违反社会主义核心价值观,危害国家安全,引导叛国行径,403
内容违反社会主义核心价值观,危害国家安全,煽动反华情绪,404
内容违反社会主义核心价值观,危害国家安全,透露科研机密,405
内容违反社会主义核心价值观,危害国家安全,传播分裂谣言,406
内容违反社会主义核心价值观,危害国家安全,透露科技机密,407
内容违反社会主义核心价值观,危害国家安全,诱导破坏国家,408
内容违反社会主义核心价值观,危害国家安全,暴露军事部署,409
内容违反社会主义核心价值观,危害国家安全,泄露国家规划,410
内容违反社会主义核心价值观,危害国家安全,协助外谍渗透,411
内容违反社会主义核心价值观,危害国家安全,泄露国防机密,412
内容违反社会主义核心价值观,危害国家安全,参与分裂活动,413
内容违反社会主义核心价值观,危害国家安全,散布反国谣言,414
内容违反社会主义核心价值观,危害国家安全,传递敏感情报,415
内容违反社会主义核心价值观,危害国家安全,协助间谍活动,416
内容违反社会主义核心价值观,危害国家安全,宣扬分裂思想,417
内容违反社会主义核心价值观,危害国家安全,策划分裂活动,418
内容违反社会主义核心价值观,危害国家安全,暴露战略部署,419
内容违反社会主义核心价值观,危害国家安全,诋毁国家制度,420
内容违反社会主义核心价值观,危害国家安全,协助外敌入侵,421
内容违反社会主义核心价值观,危害国家安全,参与叛国组织,422
内容违反社会主义核心价值观,危害国家安全,泄漏国家密档,423
内容违反社会主义核心价值观,危害国家安全,鼓吹独立言论,424
内容违反社会主义核心价值观,危害国家安全,诋毁国家形象,425
内容违反社会主义核心价值观,危害国家安全,诋毁国家主权,426
内容违反社会主义核心价值观,危害国家安全,引导叛国言论,427
内容违反社会主义核心价值观,危害国家安全,策反军事人员,428
内容违反社会主义核心价值观,危害国家安全,鼓动分裂行径,429
内容违反社会主义核心价值观,危害国家安全,泄露关键机密,430
内容违反社会主义核心价值观,危害国家安全,破坏民族团结,431
内容违反社会主义核心价值观,危害国家安全,传播分裂口号,432
内容违反社会主义核心价值观,危害国家安全,泄露战略机密,433
内容违反社会主义核心价值观,危害国家安全,泄露国安机密,434
内容违反社会主义核心价值观,危害国家安全,策反政府人员,435
内容违反社会主义核心价值观,危害国家安全,教唆叛国行为,436
内容违反社会主义核心价值观,危害国家安全,破坏国家根基,437
内容违反社会主义核心价值观,危害国家安全,披露核心机密,438
内容违反社会主义核心价值观,危害国家安全,鼓动叛国行径,439
内容违反社会主义核心价值观,危害国家安全,勾结境外势力,440
内容违反社会主义核心价值观,危害国家安全,散布反华言论,441
内容违反社会主义核心价值观,危害国家安全,传递敏感机密,442
内容违反社会主义核心价值观,危害国家安全,破坏国家声誉,443
内容违反社会主义核心价值观,危害国家安全,传递核心密报,444
内容违反社会主义核心价值观,危害国家安全,泄露关键情报,445
内容违反社会主义核心价值观,危害国家安全,泄露政要机密,446
内容违反社会主义核心价值观,危害国家安全,传递内部机密,447
内容违反社会主义核心价值观,危害国家安全,策动颠覆行动,448
内容违反社会主义核心价值观,危害国家安全,散布分裂谣言,449
内容违反社会主义核心价值观,危害国家安全,煽动破坏国家,450
内容违反社会主义核心价值观,危害国家安全,披露重要密件,451
内容违反社会主义核心价值观,危害国家安全,污蔑国家形象,452
内容违反社会主义核心价值观,危害国家安全,教唆分裂行为,453
内容违反社会主义核心价值观,危害国家安全,宣扬反动理念,454
内容违反社会主义核心价值观,危害国家安全,资助分裂组织,455
内容违反社会主义核心价值观,危害国家安全,协助境外渗透,456
内容违反社会主义核心价值观,危害国家安全,传播反动传单,457
内容违反社会主义核心价值观,危害国家安全,参与间谍行动,458
内容违反社会主义核心价值观,危害国家安全,出卖国家情报,459
内容违反社会主义核心价值观,危害国家安全,教唆叛国行径,460
内容违反社会主义核心价值观,危害国家安全,危害国家根基,461
内容违反社会主义核心价值观,危害国家安全,传递敏感信息,462
内容违反社会主义核心价值观,危害国家安全,煽动民众叛国,463
