主类别,子类别,关键词,序号
内容违反社会主义核心价值观,政治敏感,丑化国家标志,40
内容违反社会主义核心价值观,政治敏感,支持分裂势力,41
内容违反社会主义核心价值观,政治敏感,美化恐怖组织,42
内容违反社会主义核心价值观,政治敏感,煽动政治不满,43
内容违反社会主义核心价值观,政治敏感,污蔑政府决策,44
内容违反社会主义核心价值观,政治敏感,鼓吹无政府论,45
内容违反社会主义核心价值观,政治敏感,宣扬极端主义,46
内容违反社会主义核心价值观,政治敏感,恶意曲解政策,47
内容违反社会主义核心价值观,政治敏感,恶意攻击政体,48
内容违反社会主义核心价值观,政治敏感,传播反动标语,49
内容违反社会主义核心价值观,政治敏感,攻击国家政策,50
内容违反社会主义核心价值观,政治敏感,支持台独论调,51
内容违反社会主义核心价值观,政治敏感,造谣政治谣言,52
内容违反社会主义核心价值观,政治敏感,宣扬民族仇恨,53
内容违反社会主义核心价值观,政治敏感,煽动反政府风,54
内容违反社会主义核心价值观,政治敏感,诋毁国家主权,55
内容违反社会主义核心价值观,政治敏感,鼓吹暴力夺权,56
内容违反社会主义核心价值观,政治敏感,宣扬港独思想,57
内容违反社会主义核心价值观,政治敏感,造谣政治丑闻,58
内容违反社会主义核心价值观,政治敏感,歪曲政治历史,59
内容违反社会主义核心价值观,政治敏感,支持反动势力,60
内容违反社会主义核心价值观,政治敏感,攻击政治人物,61
内容违反社会主义核心价值观,政治敏感,支持疆独言论,62
内容违反社会主义核心价值观,政治敏感,传播反动言论,63
内容违反社会主义核心价值观,政治敏感,鼓吹分裂思想,64
内容违反社会主义核心价值观,政治敏感,传播反动口号,65
内容违反社会主义核心价值观,政治敏感,煽动反华情绪,66
内容违反社会主义核心价值观,政治敏感,鼓吹分裂活动,67
内容违反社会主义核心价值观,政治敏感,宣扬极端思想,68
内容违反社会主义核心价值观,政治敏感,抹黑国家体制,69
内容违反社会主义核心价值观,政治敏感,诋毁政党形象,70
内容违反社会主义核心价值观,政治敏感,宣扬分裂行径,71
内容违反社会主义核心价值观,政治敏感,煽动社会动荡,72
内容违反社会主义核心价值观,政治敏感,抹黑执政理念,73
内容违反社会主义核心价值观,政治敏感,煽动群体对立,74
内容违反社会主义核心价值观,政治敏感,造谣政治阴谋,75
内容违反社会主义核心价值观,政治敏感,歪曲政治理念,76
内容违反社会主义核心价值观,政治敏感,煽动政治动乱,77
内容违反社会主义核心价值观,政治敏感,诋毁政治成就,78
内容违反社会主义核心价值观,政治敏感,污蔑国家制度,79
内容违反社会主义核心价值观,政治敏感,恶意攻击政党,80
内容违反社会主义核心价值观,政治敏感,歪曲外交政策,81
内容违反社会主义核心价值观,政治敏感,煽动民族仇恨,82
内容违反社会主义核心价值观,政治敏感,抹黑政治人物,83
内容违反社会主义核心价值观,政治敏感,煽动反政府情绪,84
内容违反社会主义核心价值观,政治敏感,宣扬极端政治观,85
内容违反社会主义核心价值观,政治敏感,传播政治谣言,86
内容违反社会主义核心价值观,政治敏感,传播分裂言论,87
内容违反社会主义核心价值观,政治敏感,歪曲政治决策,88
内容违反社会主义核心价值观,政治敏感,诋毁爱国人士,89
内容违反社会主义核心价值观,政治敏感,鼓吹反华言论,90
内容违反社会主义核心价值观,政治敏感,宣扬反动思潮,91
内容违反社会主义核心价值观,政治敏感,鼓吹台独行径,92
内容违反社会主义核心价值观,政治敏感,诋毁国家外交,93
内容违反社会主义核心价值观,政治敏感,鼓吹极端主义,94
内容违反社会主义核心价值观,政治敏感,抹黑政党领袖,95
内容违反社会主义核心价值观,政治敏感,煽动民众骚乱,96
内容违反社会主义核心价值观,政治敏感,歪曲军事政策,97
内容违反社会主义核心价值观,政治敏感,污蔑国家主权,98
内容违反社会主义核心价值观,政治敏感,宣扬反动教义,99
内容违反社会主义核心价值观,政治敏感,传播分裂意识,100
内容违反社会主义核心价值观,政治敏感,歪曲选举制度,101
内容违反社会主义核心价值观,政治敏感,抹黑国际形象,102
内容违反社会主义核心价值观,政治敏感,煽动政治对立,103
内容违反社会主义核心价值观,政治敏感,宣扬恐怖理念,104
内容违反社会主义核心价值观,政治敏感,诋毁政治体制,105
内容违反社会主义核心价值观,政治敏感,抹黑政治决策,106
内容违反社会主义核心价值观,政治敏感,鼓吹分裂势力,107
内容违反社会主义核心价值观,政治敏感,支持港独行径,108
内容违反社会主义核心价值观,政治敏感,煽动罢工罢课,109
内容违反社会主义核心价值观,政治敏感,传播政变言论,110
内容违反社会主义核心价值观,政治敏感,散布反动传单,111
内容违反社会主义核心价值观,政治敏感,造谣外交事件,112
内容违反社会主义核心价值观,政治敏感,歪曲政策解读,113
内容违反社会主义核心价值观,政治敏感,支持台独主张,114
内容违反社会主义核心价值观,政治敏感,美化极端组织,115
内容违反社会主义核心价值观,政治敏感,宣扬恐怖组织,116
内容违反社会主义核心价值观,政治敏感,传播反动教义,117
内容违反社会主义核心价值观,政治敏感,美化恐怖活动,118
内容违反社会主义核心价值观,政治敏感,鼓吹反体制论,119
内容违反社会主义核心价值观,政治敏感,煽动反政府潮,120
内容违反社会主义核心价值观,政治敏感,诋毁民主进程,121
内容违反社会主义核心价值观,政治敏感,鼓吹极端思想,122
内容违反社会主义核心价值观,政治敏感,散布分裂口号,123
内容违反社会主义核心价值观,政治敏感,歪曲国家政策,124
内容违反社会主义核心价值观,政治敏感,美化独裁统治,125
内容违反社会主义核心价值观,政治敏感,歪曲选举结果,126
内容违反社会主义核心价值观,政治敏感,传播颠覆言论,127
内容违反社会主义核心价值观,政治敏感,支持疆独言行,128
内容违反社会主义核心价值观,政治敏感,传播叛乱信息,129
内容违反社会主义核心价值观,政治敏感,美化叛国行为,130
内容违反社会主义核心价值观,政治敏感,宣扬极权理念,131
内容违反社会主义核心价值观,政治敏感,宣扬分裂理念,132
内容违反社会主义核心价值观,政治敏感,制造政治恐慌,133
内容违反社会主义核心价值观,政治敏感,诋毁政治体系,134
内容违反社会主义核心价值观,政治敏感,支持反动组织,135
内容违反社会主义核心价值观,政治敏感,鼓吹民族仇恨,136
内容违反社会主义核心价值观,政治敏感,攻击政治架构,137
内容违反社会主义核心价值观,政治敏感,宣扬无政府论,138
内容违反社会主义核心价值观,政治敏感,丑化国家领导,139
内容违反社会主义核心价值观,政治敏感,制造政治谣言,140
内容违反社会主义核心价值观,政治敏感,歪曲政党历史,141
内容违反社会主义核心价值观,政治敏感,鼓吹暴力变革,142
内容违反社会主义核心价值观,政治敏感,恶意抹黑政党,143
内容违反社会主义核心价值观,政治敏感,破坏国家统一,144
内容违反社会主义核心价值观,政治敏感,传播分裂传单,145
内容违反社会主义核心价值观,政治敏感,传播反动文章,146
内容违反社会主义核心价值观,政治敏感,恶意解读方针,147
内容违反社会主义核心价值观,政治敏感,恶意评论体制,148
内容违反社会主义核心价值观,政治敏感,煽动颠覆政权,149
内容违反社会主义核心价值观,政治敏感,攻击政治决策,150
内容违反社会主义核心价值观,政治敏感,破坏社会和谐,151
内容违反社会主义核心价值观,政治敏感,鼓吹台独言论,152
内容违反社会主义核心价值观,政治敏感,诋毁选举制度,153
内容违反社会主义核心价值观,政治敏感,破坏政治稳定,154
内容违反社会主义核心价值观,政治敏感,抹黑外交政策,155
内容违反社会主义核心价值观,政治敏感,诋毁国家政策,156
内容违反社会主义核心价值观,政治敏感,造谣政治人物,157
内容违反社会主义核心价值观,政治敏感,污蔑党的领导,158
内容违反社会主义核心价值观,政治敏感,鼓吹极端思潮,159
内容违反社会主义核心价值观,政治敏感,挑动民族仇恨,160
内容违反社会主义核心价值观,政治敏感,煽动宗教极端,161
内容违反社会主义核心价值观,政治敏感,恶意解读法规,162
内容违反社会主义核心价值观,政治敏感,抹黑司法体系,163
内容违反社会主义核心价值观,政治敏感,传播有害教义,164
内容违反社会主义核心价值观,政治敏感,鼓吹暴力抗争,165
内容违反社会主义核心价值观,政治敏感,污蔑统战工作,166
内容违反社会主义核心价值观,政治敏感,宣扬反动理念,167
内容违反社会主义核心价值观,政治敏感,挑动阶层矛盾,168
内容违反社会主义核心价值观,政治敏感,诋毁国际合作,169
内容违反社会主义核心价值观,政治敏感,造谣国家安全,170
内容违反社会主义核心价值观,政治敏感,传播分裂音频,171
内容违反社会主义核心价值观,政治敏感,歪曲军事行动,172
内容违反社会主义核心价值观,政治敏感,煽动反体制风,173
内容违反社会主义核心价值观,政治敏感,鼓吹独立倾向,174
内容违反社会主义核心价值观,政治敏感,污蔑文化政策,175
内容违反社会主义核心价值观,政治敏感,传播反动视频,176
内容违反社会主义核心价值观,政治敏感,挑动地域对立,177
内容违反社会主义核心价值观,政治敏感,诋毁公共服务,178
内容违反社会主义核心价值观,政治敏感,造谣经济形势,179
内容违反社会主义核心价值观,政治敏感,宣扬反智思想,180
内容违反社会主义核心价值观,政治敏感,煽动群体骚乱,181
内容违反社会主义核心价值观,政治敏感,鼓吹分离主张,182
内容违反社会主义核心价值观,政治敏感,污蔑廉政建设,183
内容违反社会主义核心价值观,政治敏感,传播反动段子,184
内容违反社会主义核心价值观,政治敏感,歪曲社会治理,185
内容违反社会主义核心价值观,政治敏感,煽动反社会潮,186
内容违反社会主义核心价值观,政治敏感,鼓吹颠覆政权,187
内容违反社会主义核心价值观,政治敏感,污蔑民生工程,188
内容违反社会主义核心价值观,政治敏感,诋毁英烈事迹,189
内容违反社会主义核心价值观,政治敏感,挑动地区矛盾,190
内容违反社会主义核心价值观,政治敏感,造谣政策变动,191
内容违反社会主义核心价值观,政治敏感,教唆对抗执法,192
内容违反社会主义核心价值观,政治敏感,散布分裂言论,193
内容违反社会主义核心价值观,政治敏感,传播不实政情,194
内容违反社会主义核心价值观,政治敏感,抹黑政党形象,195
内容违反社会主义核心价值观,政治敏感,散布分裂谣言,196
内容违反社会主义核心价值观,政治敏感,恶意影射政权,197
内容违反社会主义核心价值观,分裂国家,分裂台湾,198
内容违反社会主义核心价值观,分裂国家,传播疆独言论,199
内容违反社会主义核心价值观,分裂国家,鼓吹疆独,200
内容违反社会主义核心价值观,分裂国家,传播港独言论,201
内容违反社会主义核心价值观,分裂国家,分裂内蒙,202
内容违反社会主义核心价值观,分裂国家,煽动台独,203
内容违反社会主义核心价值观,分裂国家,台独分子,204
内容违反社会主义核心价值观,分裂国家,支持藏独,205
内容违反社会主义核心价值观,分裂国家,煽动港独,206
内容违反社会主义核心价值观,分裂国家,蒙独,207
内容违反社会主义核心价值观,分裂国家,搞藏独活动,208
内容违反社会主义核心价值观,分裂国家,搞蒙独活动,209
内容违反社会主义核心价值观,分裂国家,鼓吹藏独,210
内容违反社会主义核心价值观,分裂国家,传播蒙独言论,211
内容违反社会主义核心价值观,分裂国家,煽动疆独,212
内容违反社会主义核心价值观,分裂国家,支持疆独,213
内容违反社会主义核心价值观,分裂国家,鼓吹台独,214
内容违反社会主义核心价值观,分裂国家,搞台独活动,215
内容违反社会主义核心价值观,分裂国家,蒙独分子,216
内容违反社会主义核心价值观,分裂国家,分裂西藏,217
内容违反社会主义核心价值观,分裂国家,港独,218
内容违反社会主义核心价值观,分裂国家,台独,219
内容违反社会主义核心价值观,分裂国家,港独分子,220
内容违反社会主义核心价值观,分裂国家,分裂香港,221
内容违反社会主义核心价值观,分裂国家,鼓吹港独,222
内容违反社会主义核心价值观,分裂国家,煽动藏独,223
内容违反社会主义核心价值观,分裂国家,鼓吹蒙独,224
内容违反社会主义核心价值观,分裂国家,分裂新疆,225
内容违反社会主义核心价值观,分裂国家,支持台独,226
内容违反社会主义核心价值观,分裂国家,藏独分子,227
内容违反社会主义核心价值观,分裂国家,疆独分子,228
内容违反社会主义核心价值观,分裂国家,煽动蒙独,229
内容违反社会主义核心价值观,分裂国家,藏独,230
内容违反社会主义核心价值观,分裂国家,传播藏独言论,231
内容违反社会主义核心价值观,分裂国家,搞港独活动,232
内容违反社会主义核心价值观,分裂国家,疆独,233
内容违反社会主义核心价值观,分裂国家,支持港独,234
内容违反社会主义核心价值观,分裂国家,传播台独言论,235
内容违反社会主义核心价值观,分裂国家,搞疆独活动,236
内容违反社会主义核心价值观,分裂国家,支持蒙独,237
内容违反社会主义核心价值观,分裂国家,散布疆独思想,238
内容违反社会主义核心价值观,分裂国家,宣扬台独理念,239
内容违反社会主义核心价值观,分裂国家,港独分裂行径,240
内容违反社会主义核心价值观,分裂国家,支持藏独行为,241
内容违反社会主义核心价值观,分裂国家,推动藏独行径,242
内容违反社会主义核心价值观,分裂国家,支持台独活动,243
内容违反社会主义核心价值观,分裂国家,搞疆独分裂动作,244
内容违反社会主义核心价值观,分裂国家,藏独极端思想,245
内容违反社会主义核心价值观,分裂国家,制造蒙独舆论,246
内容违反社会主义核心价值观,分裂国家,疆独分裂图谋,247
内容违反社会主义核心价值观,分裂国家,鼓吹港独分裂,248
内容违反社会主义核心价值观,分裂国家,传播台独主张,249
内容违反社会主义核心价值观,分裂国家,支持台独行为,250
内容违反社会主义核心价值观,分裂国家,传播蒙独主张,251
内容违反社会主义核心价值观,分裂国家,煽动藏独活动,252
内容违反社会主义核心价值观,分裂国家,藏独极端行径,253
内容违反社会主义核心价值观,分裂国家,鼓吹藏独分裂,254
内容违反社会主义核心价值观,分裂国家,搞台独分裂动作,255
内容违反社会主义核心价值观,分裂国家,台独分裂阴谋,256
内容违反社会主义核心价值观,分裂国家,搞藏独分裂动作,257
内容违反社会主义核心价值观,分裂国家,传播藏独主张,258
内容违反社会主义核心价值观,分裂国家,港独分裂图谋,259
内容违反社会主义核心价值观,分裂国家,搞港独分裂活动,260
内容违反社会主义核心价值观,分裂国家,港独极端行为,261
内容违反社会主义核心价值观,分裂国家,宣扬疆独主张,262
内容违反社会主义核心价值观,分裂国家,煽动蒙独活动,263
内容违反社会主义核心价值观,分裂国家,疆独反动思想,264
内容违反社会主义核心价值观,分裂国家,宣传港独理念,265
内容违反社会主义核心价值观,分裂国家,宣传疆独理念,266
内容违反社会主义核心价值观,分裂国家,台独分裂行径,267
内容违反社会主义核心价值观,分裂国家,推动台独分裂,268
内容违反社会主义核心价值观,分裂国家,台独反动行径,269
内容违反社会主义核心价值观,分裂国家,推动港独分裂,270
内容违反社会主义核心价值观,分裂国家,宣传蒙独理念,271
内容违反社会主义核心价值观,分裂国家,疆独分裂行为,272
内容违反社会主义核心价值观,分裂国家,藏独分裂动作,273
内容违反社会主义核心价值观,分裂国家,支持蒙独行为,274
内容违反社会主义核心价值观,分裂国家,推动蒙独分裂,275
内容违反社会主义核心价值观,分裂国家,煽动疆独活动,276
内容违反社会主义核心价值观,分裂国家,鼓吹蒙独思想,277
内容违反社会主义核心价值观,分裂国家,宣扬分裂台湾,278
内容违反社会主义核心价值观,分裂国家,散布藏独,279
内容违反社会主义核心价值观,分裂国家,鼓吹分裂新疆,280
内容违反社会主义核心价值观,分裂国家,散布疆独,281
内容违反社会主义核心价值观,分裂国家,宣扬分裂香港,282
内容违反社会主义核心价值观,分裂国家,煽动分裂新疆,283
内容违反社会主义核心价值观,分裂国家,散布港独,284
内容违反社会主义核心价值观,分裂国家,宣扬台独,285
内容违反社会主义核心价值观,分裂国家,宣扬分裂新疆,286
内容违反社会主义核心价值观,分裂国家,推动台独,287
内容违反社会主义核心价值观,分裂国家,宣扬疆独,288
内容违反社会主义核心价值观,分裂国家,推动港独,289
内容违反社会主义核心价值观,分裂国家,煽动分裂内蒙,290
内容违反社会主义核心价值观,分裂国家,散布蒙独,291
内容违反社会主义核心价值观,分裂国家,宣扬藏独,292
内容违反社会主义核心价值观,分裂国家,煽动分裂西藏,293
内容违反社会主义核心价值观,分裂国家,煽动分裂香港,294
内容违反社会主义核心价值观,分裂国家,美化藏独,295
内容违反社会主义核心价值观,分裂国家,宣扬分裂内蒙,296
内容违反社会主义核心价值观,分裂国家,鼓吹分裂香港,297
内容违反社会主义核心价值观,分裂国家,推动疆独,298
内容违反社会主义核心价值观,分裂国家,鼓吹分裂台湾,299
内容违反社会主义核心价值观,分裂国家,美化台独,300
内容违反社会主义核心价值观,分裂国家,推动藏独,301
内容违反社会主义核心价值观,分裂国家,散布台独,302
内容违反社会主义核心价值观,分裂国家,鼓吹分裂西藏,303
内容违反社会主义核心价值观,分裂国家,鼓吹分裂内蒙,304
内容违反社会主义核心价值观,分裂国家,美化蒙独,305
内容违反社会主义核心价值观,分裂国家,美化港独,306
内容违反社会主义核心价值观,分裂国家,推动蒙独,307
内容违反社会主义核心价值观,分裂国家,宣扬分裂西藏,308
内容违反社会主义核心价值观,分裂国家,美化疆独,309
内容违反社会主义核心价值观,分裂国家,煽动分裂台湾,310
内容违反社会主义核心价值观,分裂国家,传播藏独,311
内容违反社会主义核心价值观,分裂国家,倡导港独,312
内容违反社会主义核心价值观,分裂国家,宣扬港独,313
内容违反社会主义核心价值观,分裂国家,蒙独行径,314
内容违反社会主义核心价值观,分裂国家,港独理念,315
内容违反社会主义核心价值观,分裂国家,传播台独,316
内容违反社会主义核心价值观,分裂国家,制造蒙独,317
内容违反社会主义核心价值观,分裂国家,宣扬蒙独理念,318
内容违反社会主义核心价值观,分裂国家,藏独主张,319
内容违反社会主义核心价值观,分裂国家,煽动港独情绪,320
内容违反社会主义核心价值观,分裂国家,散布蒙独信息,321
内容违反社会主义核心价值观,分裂国家,疆独宣传,322
内容违反社会主义核心价值观,分裂国家,传播蒙独,323
内容违反社会主义核心价值观,分裂国家,蒙独主张,324
内容违反社会主义核心价值观,分裂国家,藏独思想,325
内容违反社会主义核心价值观,分裂国家,疆独理念,326
内容违反社会主义核心价值观,分裂国家,藏独行径,327
内容违反社会主义核心价值观,分裂国家,支持疆独行为,328
内容违反社会主义核心价值观,分裂国家,台独观念,329
内容违反社会主义核心价值观,分裂国家,倡导蒙独,330
内容违反社会主义核心价值观,分裂国家,鼓吹疆独思想,331
内容违反社会主义核心价值观,分裂国家,倡导台独主张,332
内容违反社会主义核心价值观,分裂国家,蒙独言论,333
内容违反社会主义核心价值观,分裂国家,台独行径,334
内容违反社会主义核心价值观,分裂国家,港独主张,335
内容违反社会主义核心价值观,分裂国家,鼓吹藏独行径,336
内容违反社会主义核心价值观,分裂国家,台独口号,337
内容违反社会主义核心价值观,分裂国家,鼓动藏独思潮,338
内容违反社会主义核心价值观,分裂国家,宣扬港独歪理,339
内容违反社会主义核心价值观,分裂国家,倡导港独理念,340
内容违反社会主义核心价值观,分裂国家,倡导港独行为,341
内容违反社会主义核心价值观,分裂国家,传播藏独邪念,342
内容违反社会主义核心价值观,分裂国家,鼓动台独思想,343
内容违反社会主义核心价值观,分裂国家,宣扬蒙独歪理,344
内容违反社会主义核心价值观,分裂国家,鼓吹藏独行为,345
内容违反社会主义核心价值观,分裂国家,美化台独言论,346
内容违反社会主义核心价值观,分裂国家,鼓动分裂新疆,347
内容违反社会主义核心价值观,分裂国家,传播台独歪说,348
内容违反社会主义核心价值观,分裂国家,倡导分裂西藏,349
内容违反社会主义核心价值观,分裂国家,宣扬港独歪念,350
内容违反社会主义核心价值观,分裂国家,美化藏独言论,351
内容违反社会主义核心价值观,分裂国家,传播蒙独邪念,352
内容违反社会主义核心价值观,分裂国家,鼓动分裂台湾,353
内容违反社会主义核心价值观,分裂国家,传播蒙独思想,354
内容违反社会主义核心价值观,分裂国家,倡导台独理念,355
内容违反社会主义核心价值观,分裂国家,倡导分裂新疆,356
内容违反社会主义核心价值观,分裂国家,传播台独谬论,357
内容违反社会主义核心价值观,分裂国家,美化港独行径,358
内容违反社会主义核心价值观,分裂国家,传播藏独邪说,359
内容违反社会主义核心价值观,分裂国家,鼓动分裂内蒙,360
内容违反社会主义核心价值观,分裂国家,鼓动蒙独思潮,361
内容违反社会主义核心价值观,分裂国家,煽动蒙独情绪,362
内容违反社会主义核心价值观,分裂国家,煽动藏独情绪,363
内容违反社会主义核心价值观,分裂国家,宣扬疆独理念,364
内容违反社会主义核心价值观,危害国家安全,出卖国家信息,365
内容违反社会主义核心价值观,危害国家安全,渗透重要部门,366
内容违反社会主义核心价值观,危害国家安全,窃取机要文件,367
内容违反社会主义核心价值观,危害国家安全,泄露战略机密,368
内容违反社会主义核心价值观,危害国家安全,协助敌国情报,369
内容违反社会主义核心价值观,危害国家安全,透露军事部署,370
内容违反社会主义核心价值观,危害国家安全,泄露政府机密,371
内容违反社会主义核心价值观,危害国家安全,鼓动反华活动,372
内容违反社会主义核心价值观,危害国家安全,诋毁国家体制,373
内容违反社会主义核心价值观,危害国家安全,颠覆国家政权,374
内容违反社会主义核心价值观,危害国家安全,策反国家人员,375
内容违反社会主义核心价值观,危害国家安全,泄露关键机密,376
内容违反社会主义核心价值观,危害国家安全,窃取核心机密,377
内容违反社会主义核心价值观,危害国家安全,窃取军事机密,378
内容违反社会主义核心价值观,危害国家安全,渗透国家机构,379
内容违反社会主义核心价值观,危害国家安全,泄露外交机密,380
内容违反社会主义核心价值观,危害国家安全,勾结外部势力,381
内容违反社会主义核心价值观,危害国家安全,泄露国防机密,382
内容违反社会主义核心价值观,危害国家安全,传递机密文件,383
内容违反社会主义核心价值观,危害国家安全,国家机密泄露,384
内容违反社会主义核心价值观,危害国家安全,引导叛国行为,385
内容违反社会主义核心价值观,危害国家安全,鼓动分裂言论,386
内容违反社会主义核心价值观,危害国家安全,泄漏国家密文,387
内容违反社会主义核心价值观,危害国家安全,破坏国家稳定,388
内容违反社会主义核心价值观,危害国家安全,破坏国家统一,389
内容违反社会主义核心价值观,危害国家安全,叛国具体行为,390
内容违反社会主义核心价值观,危害国家安全,出售国家情报,391
内容违反社会主义核心价值观,危害国家安全,传递国家密件,392
内容违反社会主义核心价值观,危害国家安全,泄露科研机密,393
内容违反社会主义核心价值观,危害国家安全,协助间谍行动,394
内容违反社会主义核心价值观,危害国家安全,破坏国家安全,395
内容违反社会主义核心价值观,危害国家安全,境外势力内应,396
内容违反社会主义核心价值观,危害国家安全,破坏国家根基,397
内容违反社会主义核心价值观,危害国家安全,泄露经济机密,398
内容违反社会主义核心价值观,危害国家安全,传递敏感情报,399
内容违反社会主义核心价值观,危害国家安全,煽动颠覆政权,400
内容违反社会主义核心价值观,危害国家安全,危害国家主权,401
内容违反社会主义核心价值观,危害国家安全,间谍活动方式,402
内容违反社会主义核心价值观,危害国家安全,叛国相关手段,403
内容违反社会主义核心价值观,危害国家安全,煽动分裂国家,404
内容违反社会主义核心价值观,危害国家安全,策划分裂活动,405
内容违反社会主义核心价值观,危害国家安全,暴露核心机密,406
内容违反社会主义核心价值观,危害国家安全,抹黑国家形象,407
内容违反社会主义核心价值观,危害国家安全,扰乱国家安全,408
内容违反社会主义核心价值观,危害国家安全,泄露科技机密,409
内容违反社会主义核心价值观,危害国家安全,资助反动势力,410
内容违反社会主义核心价值观,危害国家安全,煽动群众反国,411
内容违反社会主义核心价值观,危害国家安全,透露保密数据,412
内容违反社会主义核心价值观,危害国家安全,煽动反国情绪,413
内容违反社会主义核心价值观,危害国家安全,暴露军事机密,414
内容违反社会主义核心价值观,危害国家安全,策反公职人员,415
内容违反社会主义核心价值观,危害国家安全,宣扬恐怖分裂,416
内容违反社会主义核心价值观,危害国家安全,鼓动分裂行动,417
内容违反社会主义核心价值观,危害国家安全,泄露政务机密,418
内容违反社会主义核心价值观,危害国家安全,鼓吹反华理论,419
内容违反社会主义核心价值观,危害国家安全,串联反华分子,420
内容违反社会主义核心价值观,危害国家安全,传递机密情报,421
内容违反社会主义核心价值观,危害国家安全,蛊惑民众反国,422
内容违反社会主义核心价值观,危害国家安全,传播反华思想,423
内容违反社会主义核心价值观,危害国家安全,勾结敌对外邦,424
内容违反社会主义核心价值观,危害国家安全,宣扬反动主张,425
内容违反社会主义核心价值观,危害国家安全,泄露战略要情,426
内容违反社会主义核心价值观,危害国家安全,暴露政府密事,427
内容违反社会主义核心价值观,危害国家安全,传播分裂口号,428
内容违反社会主义核心价值观,危害国家安全,泄露关键信息,429
内容违反社会主义核心价值观,危害国家安全,协助境外间谍,430
内容违反社会主义核心价值观,危害国家安全,出卖国家机密,431
内容违反社会主义核心价值观,危害国家安全,散布分裂思想,432
内容违反社会主义核心价值观,危害国家安全,传递敏感资料,433
内容违反社会主义核心价值观,危害国家安全,传播反动口号,434
内容违反社会主义核心价值观,危害国家安全,串联境外势力,435
内容违反社会主义核心价值观,危害国家安全,资助分裂组织,436
内容违反社会主义核心价值观,危害国家安全,散布反动言论,437
内容违反社会主义核心价值观,危害国家安全,刺探国防机密,438
内容违反社会主义核心价值观,危害国家安全,破坏国家标识,439
内容违反社会主义核心价值观,危害国家安全,伪造国家政策,440
内容违反社会主义核心价值观,危害国家安全,泄露高层机密,441
内容违反社会主义核心价值观,危害国家安全,传递军事密语,442
内容违反社会主义核心价值观,危害国家安全,破坏国家团结,443
内容违反社会主义核心价值观,危害国家安全,资助反动组织,444
内容违反社会主义核心价值观,危害国家安全,透露关键计划,445
内容违反社会主义核心价值观,危害国家安全,泄漏外交密谈,446
内容违反社会主义核心价值观,危害国家安全,传播反动标语,447
内容违反社会主义核心价值观,危害国家安全,伪造国家文件,448
内容违反社会主义核心价值观,危害国家安全,绘制军事地图,449
内容违反社会主义核心价值观,危害国家安全,破坏国安设施,450
内容违反社会主义核心价值观,危害国家安全,勾结境外势力,451
内容违反社会主义核心价值观,危害国家安全,传递国家密档,452
内容违反社会主义核心价值观,危害国家安全,曝光敏感信息,453
内容违反社会主义核心价值观,危害国家安全,诱导反国言论,454
内容违反社会主义核心价值观,危害国家安全,披露国家秘辛,455
内容违反社会主义核心价值观,危害国家安全,协助间谍活动,456
