主类别,子类别,关键词,序号
内容违反社会主义核心价值观,分裂国家,鼓吹分裂主权,70
内容违反社会主义核心价值观,分裂国家,宣扬蒙独观念,71
内容违反社会主义核心价值观,分裂国家,资助分裂民族团结势力,72
内容违反社会主义核心价值观,分裂国家,煽动疆独情绪,73
内容违反社会主义核心价值观,分裂国家,资助分裂民族势力,74
内容违反社会主义核心价值观,分裂国家,传播分裂民族思想,75
内容违反社会主义核心价值观,分裂国家,传播分裂民族团结思想,76
内容违反社会主义核心价值观,分裂国家,鼓吹台独思想,77
内容违反社会主义核心价值观,分裂国家,支持疆独思想,78
内容违反社会主义核心价值观,分裂国家,资助港独势力,79
内容违反社会主义核心价值观,分裂国家,传播藏独思想,80
内容违反社会主义核心价值观,分裂国家,煽动藏独情绪,81
内容违反社会主义核心价值观,分裂国家,参与疆独行动,82
内容违反社会主义核心价值观,分裂国家,鼓吹蒙独理念,83
内容违反社会主义核心价值观,分裂国家,传播台独言论,84
内容违反社会主义核心价值观,分裂国家,支持台独行径,85
内容违反社会主义核心价值观,分裂国家,参与分裂活动,86
内容违反社会主义核心价值观,分裂国家,撺掇疆独行为,87
内容违反社会主义核心价值观,分裂国家,推动台独进程,88
内容违反社会主义核心价值观,分裂国家,推动疆独进程,89
内容违反社会主义核心价值观,分裂国家,推动藏独进程,90
内容违反社会主义核心价值观,分裂国家,支持藏独行径,91
内容违反社会主义核心价值观,分裂国家,倡导分裂国家,92
内容违反社会主义核心价值观,分裂国家,参与台独行动,93
内容违反社会主义核心价值观,分裂国家,宣扬台独理念,94
内容违反社会主义核心价值观,分裂国家,支持分裂行径,95
内容违反社会主义核心价值观,分裂国家,怂恿藏独活动,96
内容违反社会主义核心价值观,分裂国家,宣扬藏独思想,97
内容违反社会主义核心价值观,分裂国家,宣扬疆独理念,98
内容违反社会主义核心价值观,分裂国家,破坏民族团结,99
内容违反社会主义核心价值观,分裂国家,推动蒙独进程,100
内容违反社会主义核心价值观,分裂国家,传播藏独言论,101
内容违反社会主义核心价值观,分裂国家,参与蒙独活动,102
内容违反社会主义核心价值观,分裂国家,鼓吹疆独思想,103
内容违反社会主义核心价值观,分裂国家,煽动分裂行为,104
内容违反社会主义核心价值观,分裂国家,支持蒙独行径,105
内容违反社会主义核心价值观,分裂国家,传播疆独言论,106
内容违反社会主义核心价值观,分裂国家,宣扬蒙独思想,107
内容违反社会主义核心价值观,分裂国家,鼓吹分裂思想,108
内容违反社会主义核心价值观,分裂国家,推动分裂进程,109
内容违反社会主义核心价值观,分裂国家,唆使蒙独行动,110
内容违反社会主义核心价值观,分裂国家,助力分裂势力,111
内容违反社会主义核心价值观,分裂国家,分裂国家言论,112
内容违反社会主义核心价值观,分裂国家,参与藏独活动,113
内容违反社会主义核心价值观,分裂国家,鼓动台独分裂,114
内容违反社会主义核心价值观,分裂国家,传播蒙独言论,115
内容违反社会主义核心价值观,分裂国家,鼓吹藏独理念,116
内容违反社会主义核心价值观,分裂国家,支持国家分裂行为,117
内容违反社会主义核心价值观,分裂国家,破坏国家统一局面,118
内容违反社会主义核心价值观,分裂国家,破坏民族融合,119
内容违反社会主义核心价值观,分裂国家,宣扬分裂国家言论,120
内容违反社会主义核心价值观,分裂国家,替分裂国家站台助威,121
内容违反社会主义核心价值观,分裂国家,推动分裂国家活动,122
内容违反社会主义核心价值观,分裂国家,支持疆独行为,123
内容违反社会主义核心价值观,分裂国家,为台独摇旗呐喊,124
内容违反社会主义核心价值观,分裂国家,鼓吹藏独行径,125
内容违反社会主义核心价值观,分裂国家,搞国家分裂活动,126
内容违反社会主义核心价值观,分裂国家,挑拨国家内部矛盾,127
内容违反社会主义核心价值观,分裂国家,挑拨民族关系,128
内容违反社会主义核心价值观,分裂国家,支持分裂国家势力,129
内容违反社会主义核心价值观,分裂国家,参与分裂国家行动,130
内容违反社会主义核心价值观,分裂国家,为分裂国家摇旗呐喊,131
内容违反社会主义核心价值观,分裂国家,鼓吹蒙独观念,132
内容违反社会主义核心价值观,分裂国家,制造分裂国家舆论,133
内容违反社会主义核心价值观,分裂国家,搞国家分裂阴谋,134
内容违反社会主义核心价值观,分裂国家,宣扬国家分裂主张,135
内容违反社会主义核心价值观,分裂国家,鼓吹分裂国家行径,136
内容违反社会主义核心价值观,分裂国家,宣扬疆独主张,137
内容违反社会主义核心价值观,分裂国家,参与疆独集会,138
内容违反社会主义核心价值观,分裂国家,制造民族隔阂,139
内容违反社会主义核心价值观,分裂国家,推动藏独活动,140
内容违反社会主义核心价值观,分裂国家,传播分裂国家思想,141
内容违反社会主义核心价值观,分裂国家,搞疆独分裂活动,142
内容违反社会主义核心价值观,分裂国家,煽动国家分裂情绪,143
内容违反社会主义核心价值观,分裂国家,传播国家分裂观念,144
内容违反社会主义核心价值观,分裂国家,搞蒙独分裂行为,145
内容违反社会主义核心价值观,分裂国家,推动蒙独分裂,146
内容违反社会主义核心价值观,分裂国家,鼓吹国家分裂理念,147
内容违反社会主义核心价值观,分裂国家,推动国家分裂行径,148
内容违反社会主义核心价值观,分裂国家,参与国家分裂集会,149
内容违反社会主义核心价值观,分裂国家,支持台独言论,150
内容违反社会主义核心价值观,分裂国家,替藏独站台助威,151
内容违反社会主义核心价值观,分裂国家,传播疆独理念,152
内容违反社会主义核心价值观,分裂国家,传播分裂标语,153
内容违反社会主义核心价值观,分裂国家,助力分裂势力发展,154
内容违反社会主义核心价值观,分裂国家,美化分裂行为,155
内容违反社会主义核心价值观,分裂国家,发起分裂倡议,156
内容违反社会主义核心价值观,分裂国家,绘制分裂图案,157
内容违反社会主义核心价值观,分裂国家,输送分裂资金,158
内容违反社会主义核心价值观,分裂国家,参与分裂行动,159
内容违反社会主义核心价值观,分裂国家,煽动分裂情绪,160
内容违反社会主义核心价值观,分裂国家,张贴分裂海报,161
内容违反社会主义核心价值观,分裂国家,制造分裂舆论,162
内容违反社会主义核心价值观,分裂国家,搞分裂活动,163
内容违反社会主义核心价值观,分裂国家,传播分裂有害信息,164
内容违反社会主义核心价值观,分裂国家,散发分裂传单,165
内容违反社会主义核心价值观,分裂国家,实施分裂举措,166
内容违反社会主义核心价值观,分裂国家,构建分裂组织,167
内容违反社会主义核心价值观,分裂国家,展示分裂旗帜,168
内容违反社会主义核心价值观,分裂国家,鼓吹台独言论,169
内容违反社会主义核心价值观,分裂国家,建立分裂网站,170
内容违反社会主义核心价值观,分裂国家,鼓吹分裂国家,171
内容违反社会主义核心价值观,分裂国家,提供分裂物资,172
内容违反社会主义核心价值观,分裂国家,煽动民族分裂,173
内容违反社会主义核心价值观,分裂国家,发表分裂言论,174
内容违反社会主义核心价值观,分裂国家,推动分裂议程,175
内容违反社会主义核心价值观,分裂国家,运营分裂媒体,176
内容违反社会主义核心价值观,分裂国家,制造民族团结裂痕,177
内容违反社会主义核心价值观,分裂国家,招募分裂成员,178
内容违反社会主义核心价值观,分裂国家,挑动领土分裂,179
内容违反社会主义核心价值观,分裂国家,推崇分裂主张,180
内容违反社会主义核心价值观,分裂国家,培养分裂势力,181
内容违反社会主义核心价值观,分裂国家,进行分裂宣传,182
内容违反社会主义核心价值观,分裂国家,为分裂势力站台,183
内容违反社会主义核心价值观,分裂国家,鼓动分裂行径,184
内容违反社会主义核心价值观,分裂国家,散布分裂不实言论,185
内容违反社会主义核心价值观,分裂国家,宣扬分裂口号,186
内容违反社会主义核心价值观,分裂国家,策划分裂计划,187
内容违反社会主义核心价值观,分裂国家,宣扬分裂歪理,188
内容违反社会主义核心价值观,分裂国家,组织分裂集会,189
内容违反社会主义核心价值观,危害国家安全,窃取军事机密,190
内容违反社会主义核心价值观,危害国家安全,勾结外部势力,191
内容违反社会主义核心价值观,危害国家安全,宣扬反华分裂,192
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂行径,193
内容违反社会主义核心价值观,危害国家安全,组织叛国行动,194
内容违反社会主义核心价值观,危害国家安全,损害国家形象,195
内容违反社会主义核心价值观,危害国家安全,泄露国安文件,196
内容违反社会主义核心价值观,危害国家安全,宣扬独立思想,197
内容违反社会主义核心价值观,危害国家安全,分裂国家口号,198
内容违反社会主义核心价值观,危害国家安全,出卖国家情报,199
内容违反社会主义核心价值观,危害国家安全,透露机密数据,200
内容违反社会主义核心价值观,危害国家安全,国家机密出售,201
内容违反社会主义核心价值观,危害国家安全,传播分裂思想,202
内容违反社会主义核心价值观,危害国家安全,泄露国防机密,203
内容违反社会主义核心价值观,危害国家安全,背叛国家行为,204
内容违反社会主义核心价值观,危害国家安全,泄漏关键机密,205
内容违反社会主义核心价值观,危害国家安全,泄露外交机密,206
内容违反社会主义核心价值观,危害国家安全,宣扬反动主张,207
内容违反社会主义核心价值观,危害国家安全,散布分裂标语,208
内容违反社会主义核心价值观,危害国家安全,煽动反国情绪,209
内容违反社会主义核心价值观,危害国家安全,泄露重要机密,210
内容违反社会主义核心价值观,危害国家安全,泄露战略机密,211
内容违反社会主义核心价值观,危害国家安全,泄露政府机密,212
内容违反社会主义核心价值观,危害国家安全,暴露军事部署,213
内容违反社会主义核心价值观,危害国家安全,诋毁国家制度,214
内容违反社会主义核心价值观,危害国家安全,协助外敌信息,215
内容违反社会主义核心价值观,危害国家安全,传递军事情报,216
内容违反社会主义核心价值观,危害国家安全,背叛国家言论,217
内容违反社会主义核心价值观,危害国家安全,颠覆国家政权,218
内容违反社会主义核心价值观,危害国家安全,破坏国家稳定,219
内容违反社会主义核心价值观,危害国家安全,破坏民族团结,220
内容违反社会主义核心价值观,危害国家安全,透露军事机密,221
内容违反社会主义核心价值观,危害国家安全,破坏国家统一,222
内容违反社会主义核心价值观,危害国家安全,危害国家主权,223
内容违反社会主义核心价值观,危害国家安全,煽动分裂言论,224
内容违反社会主义核心价值观,危害国家安全,公开国家密件,225
内容违反社会主义核心价值观,危害国家安全,鼓动国家解体,226
内容违反社会主义核心价值观,危害国家安全,协助间谍活动,227
内容违反社会主义核心价值观,危害国家安全,间谍活动策划,228
内容违反社会主义核心价值观,危害国家安全,叛国相关言论,229
内容违反社会主义核心价值观,危害国家安全,煽动破坏稳定,230
内容违反社会主义核心价值观,危害国家安全,散布反华舆论,231
内容违反社会主义核心价值观,危害国家安全,煽动颠覆政权,232
内容违反社会主义核心价值观,危害国家安全,鼓吹反华口号,233
内容违反社会主义核心价值观,危害国家安全,鼓吹独立言论,234
内容违反社会主义核心价值观,危害国家安全,鼓吹独立论调,235
内容违反社会主义核心价值观,危害国家安全,宣扬反国思想,236
内容违反社会主义核心价值观,危害国家安全,鼓吹解体国家,237
内容违反社会主义核心价值观,危害国家安全,透露国家机密,238
内容违反社会主义核心价值观,危害国家安全,传播反国言论,239
内容违反社会主义核心价值观,危害国家安全,泄露核心机密,240
内容违反社会主义核心价值观,危害国家安全,透露军事部署,241
内容违反社会主义核心价值观,危害国家安全,煽动民族对立,242
内容违反社会主义核心价值观,危害国家安全,煽动反国行为,243
内容违反社会主义核心价值观,危害国家安全,宣扬反国理念,244
内容违反社会主义核心价值观,危害国家安全,煽动分裂活动,245
内容违反社会主义核心价值观,危害国家安全,传播独立信息,246
内容违反社会主义核心价值观,危害国家安全,煽动反华行动,247
内容违反社会主义核心价值观,危害国家安全,泄露国家密档,248
内容违反社会主义核心价值观,危害国家安全,泄露战略情报,249
内容违反社会主义核心价值观,危害国家安全,传播反国观念,250
内容违反社会主义核心价值观,危害国家安全,散布分裂信息,251
内容违反社会主义核心价值观,危害国家安全,勾结国外势力,252
内容违反社会主义核心价值观,危害国家安全,勾结敌国势力,253
内容违反社会主义核心价值观,危害国家安全,散布叛国言论,254
内容违反社会主义核心价值观,危害国家安全,勾结外部间谍,255
内容违反社会主义核心价值观,危害国家安全,透露机密文件,256
内容违反社会主义核心价值观,危害国家安全,鼓吹分裂意识,257
内容违反社会主义核心价值观,危害国家安全,勾结境外间谍,258
内容违反社会主义核心价值观,危害国家安全,鼓吹国家解体,259
内容违反社会主义核心价值观,危害国家安全,传播机密数据,260
内容违反社会主义核心价值观,危害国家安全,透露军事信息,261
内容违反社会主义核心价值观,危害国家安全,宣扬分裂观念,262
内容违反社会主义核心价值观,危害国家安全,宣扬分裂主张,263
内容违反社会主义核心价值观,危害国家安全,宣扬恐怖分裂,264
内容违反社会主义核心价值观,危害国家安全,策划分裂活动,265
内容违反社会主义核心价值观,危害国家安全,宣扬分裂理论,266
内容违反社会主义核心价值观,危害国家安全,勾结境外势力,267
内容违反社会主义核心价值观,危害国家安全,散布分裂言论,268
内容违反社会主义核心价值观,危害国家安全,煽动叛国情绪,269
内容违反社会主义核心价值观,危害国家安全,散布反动标语,270
内容违反社会主义核心价值观,危害国家安全,宣扬极端分裂,271
内容违反社会主义核心价值观,危害国家安全,鼓吹破坏政权,272
内容违反社会主义核心价值观,危害国家安全,煽动反对政府,273
内容违反社会主义核心价值观,危害国家安全,鼓吹叛国行为,274
内容违反社会主义核心价值观,危害国家安全,传播分裂理念,275
内容违反社会主义核心价值观,危害国家安全,散布反国言论,276
内容违反社会主义核心价值观,危害国家安全,煽动内乱分裂,277
内容违反社会主义核心价值观,危害国家安全,散布反动思想,278
内容违反社会主义核心价值观,危害国家安全,鼓吹破坏国家,279
内容违反社会主义核心价值观,危害国家安全,传播分裂口号,280
内容违反社会主义核心价值观,危害国家安全,勾结国外间谍,281
内容违反社会主义核心价值观,危害国家安全,传递国家密件,282
内容违反社会主义核心价值观,危害国家安全,泄露关键密文,283
内容违反社会主义核心价值观,危害国家安全,泄露军事密令,284
内容违反社会主义核心价值观,危害国家安全,煽动民族分裂,285
内容违反社会主义核心价值观,危害国家安全,泄露敏感机密,286
内容违反社会主义核心价值观,危害国家安全,煽动国家分裂,287
内容违反社会主义核心价值观,危害国家安全,传递机密情报,288
内容违反社会主义核心价值观,危害国家安全,泄露重要密报,289
内容违反社会主义核心价值观,危害国家安全,鼓吹独立理念,290
内容违反社会主义核心价值观,危害国家安全,宣扬分离思想,291
内容违反社会主义核心价值观,危害国家安全,传播机密信息,292
内容违反社会主义核心价值观,危害国家安全,挑动分裂矛盾,293
内容违反社会主义核心价值观,危害国家安全,煽动颠覆国家,294
内容违反社会主义核心价值观,危害国家安全,编造分裂谣言,295
内容违反社会主义核心价值观,危害国家安全,挑动民族对立,296
内容违反社会主义核心价值观,危害国家安全,组织分裂集会,297
内容违反社会主义核心价值观,危害国家安全,传播反华思想,298
内容违反社会主义核心价值观,危害国家安全,散布叛国标语,299
内容违反社会主义核心价值观,危害国家安全,传递国家机密,300
内容违反社会主义核心价值观,危害国家安全,传播颠覆思想,301
内容违反社会主义核心价值观,危害国家安全,教唆分裂行为,302
内容违反社会主义核心价值观,危害国家安全,策反国家人员,303
内容违反社会主义核心价值观,危害国家安全,煽动反华情绪,304
内容违反社会主义核心价值观,危害国家安全,传播分裂主张,305
内容违反社会主义核心价值观,危害国家安全,鼓吹国家分裂,306
内容违反社会主义核心价值观,危害国家安全,传播反华口号,307
内容违反社会主义核心价值观,危害国家安全,发布叛国言论,308
内容违反社会主义核心价值观,危害国家安全,散布反华言论,309
内容违反社会主义核心价值观,危害国家安全,宣扬独立口号,310
内容违反社会主义核心价值观,危害国家安全,散布分裂口号,311
内容违反社会主义核心价值观,危害国家安全,煽动分裂情绪,312
内容违反社会主义核心价值观,危害国家安全,诱导分裂举动,313
内容违反社会主义核心价值观,危害国家安全,泄露军事文件,314
内容违反社会主义核心价值观,危害国家安全,诱导叛国行径,315
内容违反社会主义核心价值观,危害国家安全,泄露国防资料,316
内容违反社会主义核心价值观,危害国家安全,传播反动思想,317
内容违反社会主义核心价值观,危害国家安全,透露涉密文件,318
内容违反社会主义核心价值观,危害国家安全,透露核心机密,319
内容违反社会主义核心价值观,危害国家安全,传递敏感机密,320
内容违反社会主义核心价值观,危害国家安全,泄露关键机密,321
内容违反社会主义核心价值观,危害国家安全,煽动国家对立,322
内容违反社会主义核心价值观,危害国家安全,宣扬国家分裂,323
内容违反社会主义核心价值观,危害国家安全,教唆叛国举动,324
内容违反社会主义核心价值观,危害国家安全,鼓吹民族分裂,325
内容违反社会主义核心价值观,危害国家安全,发布分裂标语,326
内容违反社会主义核心价值观,危害国家安全,发布叛国标语,327
内容违反社会主义核心价值观,危害国家安全,诱导反华行为,328
内容违反社会主义核心价值观,危害国家安全,鼓吹反华主张,329
内容违反社会主义核心价值观,危害国家安全,鼓吹独立主张,330
内容违反社会主义核心价值观,危害国家安全,传播涉密信息,331
内容违反社会主义核心价值观,危害国家安全,宣扬颠覆口号,332
内容违反社会主义核心价值观,危害国家安全,教唆反华行为,333
内容违反社会主义核心价值观,危害国家安全,泄露国防情报,334
内容违反社会主义核心价值观,危害国家安全,支持反华势力,335
内容违反社会主义核心价值观,危害国家安全,勾结反动势力,336
内容违反社会主义核心价值观,危害国家安全,宣传分裂理念,337
内容违反社会主义核心价值观,危害国家安全,发表反华言论,338
内容违反社会主义核心价值观,危害国家安全,宣扬反华口号,339
内容违反社会主义核心价值观,危害国家安全,透露国家机要,340
内容违反社会主义核心价值观,危害国家安全,散布反动言论,341
内容违反社会主义核心价值观,危害国家安全,鼓动分裂行动,342
内容违反社会主义核心价值观,危害国家安全,煽动反华分裂,343
内容违反社会主义核心价值观,危害国家安全,泄露国安机密,344
内容违反社会主义核心价值观,危害国家安全,支持分裂言论,345
内容违反社会主义核心价值观,危害国家安全,宣传叛国思想,346
内容违反社会主义核心价值观,危害国家安全,诱导分裂行为,347
内容违反社会主义核心价值观,危害国家安全,宣扬分裂理念,348
内容违反社会主义核心价值观,危害国家安全,发表分裂言论,349
内容违反社会主义核心价值观,危害国家安全,泄露国家密件,350
内容违反社会主义核心价值观,危害国家安全,诱导叛国行为,351
内容违反社会主义核心价值观,危害国家安全,鼓动叛国行径,352
内容违反社会主义核心价值观,危害国家安全,支持分裂势力,353
内容违反社会主义核心价值观,危害国家安全,传递机密文件,354
内容违反社会主义核心价值观,破坏民族团结,挑起民族间争斗,355
内容违反社会主义核心价值观,破坏民族团结,破坏民族融合,356
内容违反社会主义核心价值观,破坏民族团结,破坏民族和谐,357
内容违反社会主义核心价值观,破坏民族团结,污蔑某一民族,358
内容违反社会主义核心价值观,破坏民族团结,破坏民族团结意识,359
内容违反社会主义核心价值观,破坏民族团结,诋毁少数民族习俗,360
内容违反社会主义核心价值观,破坏民族团结,宣扬民族不平等,361
内容违反社会主义核心价值观,破坏民族团结,歧视某民族群体,362
内容违反社会主义核心价值观,破坏民族团结,煽动民族对立,363
内容违反社会主义核心价值观,破坏民族团结,挑动民族纷争,364
内容违反社会主义核心价值观,破坏民族团结,宣扬民族歧视,365
内容违反社会主义核心价值观,破坏民族团结,引发民族对抗,366
内容违反社会主义核心价值观,破坏民族团结,诱导民族分裂思想,367
内容违反社会主义核心价值观,破坏民族团结,煽动民族间偏见,368
内容违反社会主义核心价值观,破坏民族团结,挑动民族间冲突,369
内容违反社会主义核心价值观,破坏民族团结,否定少数民族贡献,370
内容违反社会主义核心价值观,破坏民族团结,激化民族对立观念,371
内容违反社会主义核心价值观,破坏民族团结,否定民族平等,372
内容违反社会主义核心价值观,破坏民族团结,贬低少数民族文化,373
内容违反社会主义核心价值观,破坏民族团结,引发民族间矛盾言论,374
内容违反社会主义核心价值观,破坏民族团结,传播民族仇恨言论,375
内容违反社会主义核心价值观,破坏民族团结,制造民族不团结氛围,376
内容违反社会主义核心价值观,破坏民族团结,宣扬民族排他,377
内容违反社会主义核心价值观,破坏民族团结,挑拨民族矛盾,378
内容违反社会主义核心价值观,破坏民族团结,挑起民族仇恨情绪,379
内容违反社会主义核心价值观,破坏民族团结,歧视某民族,380
内容违反社会主义核心价值观,破坏民族团结,激化民族矛盾点,381
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族隔离,382
内容违反社会主义核心价值观,破坏民族团结,抹黑特定民族,383
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族歧视理论,384
内容违反社会主义核心价值观,破坏民族团结,煽动民族隔阂,385
内容违反社会主义核心价值观,破坏民族团结,诋毁少数民族,386
内容违反社会主义核心价值观,破坏民族团结,制造民族分裂,387
内容违反社会主义核心价值观,破坏民族团结,引发民族冲突,388
内容违反社会主义核心价值观,破坏民族团结,制造民族仇恨,389
内容违反社会主义核心价值观,破坏民族团结,诱导民族对立情绪,390
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族优越,391
内容违反社会主义核心价值观,破坏民族团结,散布民族偏见,392
内容违反社会主义核心价值观,破坏民族团结,辱骂特定民族,393
内容违反社会主义核心价值观,破坏民族团结,抹黑民族特色,394
内容违反社会主义核心价值观,破坏民族团结,激化民族矛盾,395
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族差异论,396
内容违反社会主义核心价值观,破坏民族团结,煽动民族偏见风,397
内容违反社会主义核心价值观,破坏民族团结,贬低民族文化,398
内容违反社会主义核心价值观,破坏民族团结,挑起民族隔阂,399
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族不平等,400
内容违反社会主义核心价值观,破坏民族团结,散布民族谣言,401
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族偏见,402
内容违反社会主义核心价值观,破坏民族团结,制造民族怨愤,403
内容违反社会主义核心价值观,破坏民族团结,污蔑少数民族,404
内容违反社会主义核心价值观,破坏民族团结,散布民族分裂言,405
内容违反社会主义核心价值观,破坏民族团结,抹黑少数民族,406
内容违反社会主义核心价值观,破坏民族团结,挑起民族仇意,407
内容违反社会主义核心价值观,破坏民族团结,贬低某民族,408
内容违反社会主义核心价值观,破坏民族团结,抹黑民族风俗,409
内容违反社会主义核心价值观,破坏民族团结,诋毁民族特性,410
内容违反社会主义核心价值观,破坏民族团结,挑动民族对抗,411
内容违反社会主义核心价值观,破坏民族团结,抹黑民族形象,412
内容违反社会主义核心价值观,破坏民族团结,破坏民族友好,413
内容违反社会主义核心价值观,破坏民族团结,挑唆民族争斗,414
内容违反社会主义核心价值观,破坏民族团结,挑起民族敌对,415
内容违反社会主义核心价值观,破坏民族团结,破坏民族和睦,416
内容违反社会主义核心价值观,破坏民族团结,诋毁民族传统,417
内容违反社会主义核心价值观,破坏民族团结,煽动民族分裂观,418
内容违反社会主义核心价值观,破坏民族团结,散布民族歧视语,419
内容违反社会主义核心价值观,破坏民族团结,破坏民族团结,420
内容违反社会主义核心价值观,破坏民族团结,制造民族矛盾,421
内容违反社会主义核心价值观,破坏民族团结,歪曲民族历史,422
内容违反社会主义核心价值观,破坏民族团结,煽动民族分裂,423
内容违反社会主义核心价值观,破坏民族团结,制造民族对立,424
内容违反社会主义核心价值观,破坏民族团结,引发民族纷争,425
内容违反社会主义核心价值观,破坏民族团结,诋毁民族英雄,426
内容违反社会主义核心价值观,破坏民族团结,破坏民族亲善,427
内容违反社会主义核心价值观,破坏民族团结,引发民族冲突论,428
内容违反社会主义核心价值观,破坏民族团结,引发民族恶感,429
内容违反社会主义核心价值观,破坏民族团结,煽动民族歧视,430
内容违反社会主义核心价值观,破坏民族团结,挑唆民族仇恨,431
内容违反社会主义核心价值观,破坏民族团结,制造民族间隙,432
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族分裂论,433
内容违反社会主义核心价值观,破坏民族团结,抹黑民族的贡献,434
内容违反社会主义核心价值观,破坏民族团结,激化民族对立,435
内容违反社会主义核心价值观,破坏民族团结,煽动民族矛盾,436
内容违反社会主义核心价值观,破坏民族团结,宣扬民族对立观,437
内容违反社会主义核心价值观,破坏民族团结,煽动民族仇恨,438
内容违反社会主义核心价值观,破坏民族团结,挑拨民族的关系,439
内容违反社会主义核心价值观,破坏民族团结,鼓吹民族歧视,440
